clinic,status,day,population
41100,10,2008-06-30,109
41100,10,2008-07-31,122
41100,10,2008-09-30,150
41100,10,2008-10-31,159
41100,10,2008-12-31,199
41100,10,2009-01-31,221
41100,10,2009-03-31,245
41100,10,2009-04-30,183
41100,10,2009-05-31,197
41100,10,2009-06-30,215
41100,10,2009-07-31,234
41100,10,2009-08-31,244
41100,10,2009-09-30,266
41100,10,2009-10-31,284
41100,10,2009-11-30,296
41100,10,2009-12-31,291
41100,10,2010-01-31,310
41100,10,2010-02-28,342
41100,10,2010-03-31,357
41100,10,2010-04-30,385
41100,10,2010-05-31,452
41100,10,2010-06-30,484
41100,10,2010-07-31,475
41100,10,2010-08-31,461
41100,10,2010-09-30,456
41100,10,2010-10-31,457
41100,10,2010-11-30,471
41100,10,2010-12-31,488
41100,10,2011-01-31,533
41100,10,2011-02-28,566
41100,10,2011-03-31,624
41100,10,2011-04-30,654
41100,10,2011-05-31,663
41100,10,2011-06-30,656
41100,10,2011-07-31,651
41100,10,2011-08-31,594
41100,10,2011-09-30,574
41100,10,2011-10-31,584
41100,10,2011-11-30,591
41100,10,2011-12-31,594
41100,10,2012-01-31,591
41201,1,2008-09-30,1
41201,1,2008-10-31,1
41201,1,2008-12-31,2
41201,1,2009-01-31,2
41201,1,2009-03-31,2
41201,1,2009-04-30,2
41201,1,2009-05-31,2
41201,1,2009-06-30,2
41201,1,2009-07-31,4
41201,1,2009-08-31,5
41201,1,2009-09-30,5
41201,1,2009-10-31,6
41201,1,2009-11-30,7
41201,1,2009-12-31,7
41201,1,2010-01-31,7
41201,1,2010-02-28,7
41201,1,2010-03-31,7
41201,1,2010-04-30,8
41201,1,2010-05-31,10
41201,1,2010-06-30,10
41201,1,2010-07-31,10
41201,1,2010-08-31,10
41201,1,2010-09-30,10
41201,1,2010-10-31,10
41201,1,2010-11-30,10
41201,1,2010-12-31,10
41201,1,2011-01-31,10
41201,1,2011-02-28,10
41201,1,2011-03-31,10
41201,1,2011-04-30,10
41201,1,2011-05-31,10
41201,1,2011-06-30,10
41201,1,2011-07-31,10
41201,1,2011-08-31,10
41201,1,2011-09-30,10
41201,1,2011-10-31,10
41201,1,2011-11-30,10
41201,1,2011-12-31,10
41201,1,2012-01-31,10
41201,2,2008-01-31,2
41201,2,2008-04-30,1
41201,2,2008-06-30,1
41201,2,2008-07-31,3
41201,2,2008-09-30,6
41201,2,2008-10-31,2
41201,2,2008-12-31,5
41201,2,2009-01-31,5
41201,2,2009-04-30,1
41201,2,2009-05-31,6
41201,2,2009-06-30,3
41201,2,2009-07-31,1
41201,2,2009-08-31,1
41201,2,2009-09-30,1
41201,2,2009-11-30,2
41201,2,2009-12-31,3
41201,2,2010-01-31,3
41201,2,2010-02-28,2
41201,2,2010-03-31,2
41201,2,2010-04-30,2
41201,2,2010-06-30,2
41201,2,2010-07-31,4
41201,2,2010-08-31,1
41201,2,2010-11-30,1
41201,2,2010-12-31,4
41201,2,2011-02-28,2
41201,2,2011-04-30,1
41201,2,2011-05-31,2
41201,2,2011-06-30,1
41201,3,2007-01-31,1
41201,3,2007-07-31,18
41201,3,2007-09-30,2
41201,3,2007-10-31,12
41201,3,2007-12-31,10
41201,3,2008-01-31,10
41201,3,2008-03-31,4
41201,3,2008-04-30,9
41201,3,2008-06-30,17
41201,3,2008-07-31,8
41201,3,2008-09-30,5
41201,3,2008-10-31,13
41201,3,2008-12-31,15
41201,3,2009-01-31,6
41201,3,2009-03-31,9
41201,3,2009-04-30,8
41201,3,2009-05-31,4
41201,3,2009-06-30,2
41201,3,2009-07-31,9
41201,3,2009-08-31,10
41201,3,2009-09-30,14
41201,3,2009-10-31,9
41201,3,2009-11-30,7
41201,3,2009-12-31,4
41201,3,2010-01-31,3
41201,3,2010-02-28,4
41201,3,2010-04-30,3
41201,3,2010-05-31,3
41201,3,2010-06-30,1
41201,3,2010-07-31,1
41201,3,2010-08-31,1
41201,3,2010-09-30,4
41201,3,2010-10-31,5
41201,3,2010-11-30,3
41201,3,2010-12-31,1
41201,3,2011-01-31,1
41201,3,2011-03-31,5
41201,3,2011-04-30,5
41201,3,2011-05-31,4
41201,3,2011-06-30,4
41201,3,2011-07-31,2
41201,3,2011-08-31,5
41201,3,2011-09-30,3
41201,3,2011-10-31,6
41201,3,2011-11-30,11
41201,3,2011-12-31,6
41201,3,2012-01-31,2
41201,4,2007-09-30,1
41201,4,2007-10-31,1
41201,4,2008-04-30,1
41201,4,2008-06-30,3
41201,4,2008-07-31,2
41201,4,2008-09-30,4
41201,4,2008-10-31,7
41201,4,2008-12-31,1
41201,4,2009-01-31,1
41201,4,2009-03-31,3
41201,4,2009-04-30,3
41201,4,2009-05-31,6
41201,4,2009-06-30,5
41201,4,2009-07-31,6
41201,4,2009-08-31,13
41201,4,2009-09-30,13
41201,4,2009-10-31,7
41201,4,2009-11-30,2
41201,4,2009-12-31,4
41201,4,2010-01-31,6
41201,4,2010-02-28,6
41201,4,2010-03-31,10
41201,4,2010-04-30,8
41201,4,2010-05-31,8
41201,4,2010-06-30,2
41201,4,2010-07-31,4
41201,4,2010-08-31,15
41201,4,2010-09-30,15
41201,4,2010-10-31,10
41201,4,2010-11-30,6
41201,4,2010-12-31,3
41201,4,2011-01-31,4
41201,4,2011-02-28,5
41201,4,2011-03-31,5
41201,4,2011-04-30,2
41201,4,2011-05-31,1
41201,4,2011-06-30,5
41201,4,2011-07-31,4
41201,4,2011-08-31,2
41201,5,2007-06-30,1
41201,5,2007-09-30,26
41201,5,2007-10-31,35
41201,5,2007-12-31,41
41201,5,2008-01-31,37
41201,5,2008-03-31,34
41201,5,2008-04-30,28
41201,5,2008-06-30,24
41201,5,2008-07-31,27
41201,5,2008-09-30,25
41201,5,2008-10-31,27
41201,5,2008-12-31,27
41201,5,2009-01-31,36
41201,5,2009-03-31,34
41201,5,2009-04-30,41
41201,5,2009-05-31,40
41201,5,2009-06-30,32
41201,5,2009-07-31,33
41201,5,2009-08-31,33
41201,5,2009-09-30,23
41201,5,2009-10-31,32
41201,5,2009-11-30,42
41201,5,2009-12-31,42
41201,5,2010-01-31,43
41201,5,2010-02-28,36
41201,5,2010-03-31,30
41201,5,2010-04-30,20
41201,5,2010-05-31,15
41201,5,2010-06-30,13
41201,5,2010-07-31,13
41201,5,2010-08-31,13
41201,5,2010-09-30,14
41201,5,2010-10-31,13
41201,5,2010-11-30,17
41201,5,2010-12-31,19
41201,5,2011-01-31,16
41201,5,2011-02-28,15
41201,5,2011-03-31,12
41201,5,2011-04-30,8
41201,5,2011-05-31,13
41201,5,2011-06-30,11
41201,5,2011-07-31,12
41201,5,2011-08-31,13
41201,5,2011-09-30,17
41201,5,2011-10-31,17
41201,5,2011-11-30,17
41201,5,2011-12-31,29
41201,5,2012-01-31,31
41201,6,2008-03-31,2
41201,6,2008-04-30,1
41201,6,2008-06-30,5
41201,6,2008-07-31,6
41201,6,2008-09-30,7
41201,6,2008-10-31,9
41201,6,2008-12-31,16
41201,6,2009-01-31,21
41201,6,2009-03-31,26
41201,6,2009-04-30,26
41201,6,2009-05-31,26
41201,6,2009-06-30,30
41201,6,2009-07-31,31
41201,6,2009-08-31,24
41201,6,2009-09-30,22
41201,6,2009-10-31,21
41201,6,2009-11-30,23
41201,6,2009-12-31,20
41201,6,2010-01-31,21
41201,6,2010-02-28,22
41201,6,2010-03-31,22
41201,6,2010-04-30,21
41201,6,2010-05-31,22
41201,6,2010-06-30,23
41201,6,2010-07-31,20
41201,6,2010-08-31,12
41201,6,2010-09-30,8
41201,6,2010-10-31,4
41201,6,2010-11-30,3
41201,6,2010-12-31,3
41201,6,2011-01-31,5
41201,6,2011-02-28,3
41201,6,2011-03-31,2
41201,6,2011-04-30,2
41201,6,2011-05-31,2
41201,7,2007-03-31,1
41201,7,2007-04-30,1
41201,7,2007-06-30,1
41201,7,2007-07-31,1
41201,7,2007-09-30,16
41201,7,2007-10-31,7
41201,7,2007-12-31,25
41201,7,2008-01-31,19
41201,7,2008-03-31,20
41201,7,2008-04-30,16
41201,7,2008-06-30,32
41201,7,2008-07-31,38
41201,7,2008-09-30,39
41201,7,2008-10-31,34
41201,7,2008-12-31,41
41201,7,2009-01-31,38
41201,7,2009-03-31,40
41201,7,2009-04-30,37
41201,7,2009-05-31,30
41201,7,2009-06-30,29
41201,7,2009-07-31,28
41201,7,2009-08-31,29
41201,7,2009-09-30,33
41201,7,2009-10-31,34
41201,7,2009-11-30,27
41201,7,2009-12-31,25
41201,7,2010-01-31,18
41201,7,2010-02-28,13
41201,7,2010-03-31,13
41201,7,2010-04-30,13
41201,7,2010-05-31,12
41201,7,2010-06-30,10
41201,7,2010-07-31,8
41201,7,2010-08-31,8
41201,7,2010-09-30,5
41201,7,2010-10-31,5
41201,7,2010-11-30,7
41201,7,2010-12-31,6
41201,7,2011-01-31,5
41201,7,2011-02-28,2
41201,7,2011-03-31,1
41201,7,2011-04-30,5
41201,7,2011-05-31,3
41201,7,2011-06-30,5
41201,7,2011-07-31,6
41201,7,2011-08-31,6
41201,7,2011-09-30,5
41201,7,2011-10-31,6
41201,7,2011-11-30,6
41201,7,2011-12-31,1
41201,7,2012-01-31,3
41201,8,2007-12-31,1
41201,8,2008-01-31,1
41201,8,2008-03-31,1
41201,8,2008-04-30,1
41201,8,2008-06-30,1
41201,8,2008-07-31,2
41201,8,2008-09-30,4
41201,8,2008-10-31,5
41201,8,2008-12-31,8
41201,8,2009-01-31,8
41201,8,2009-03-31,8
41201,8,2009-04-30,8
41201,8,2009-05-31,6
41201,8,2009-06-30,10
41201,8,2009-07-31,10
41201,8,2009-08-31,10
41201,8,2009-09-30,14
41201,8,2009-10-31,21
41201,8,2009-11-30,23
41201,8,2009-12-31,26
41201,8,2010-01-31,26
41201,8,2010-02-28,29
41201,8,2010-03-31,29
41201,8,2010-04-30,33
41201,8,2010-05-31,32
41201,8,2010-06-30,37
41201,8,2010-07-31,40
41201,8,2010-08-31,41
41201,8,2010-09-30,47
41201,8,2010-10-31,56
41201,8,2010-11-30,61
41201,8,2010-12-31,65
41201,8,2011-01-31,66
41201,8,2011-02-28,67
41201,8,2011-03-31,70
41201,8,2011-04-30,73
41201,8,2011-05-31,75
41201,8,2011-06-30,75
41201,8,2011-07-31,77
41201,8,2011-08-31,79
41201,8,2011-09-30,81
41201,8,2011-10-31,81
41201,8,2011-11-30,81
41201,8,2011-12-31,81
41201,8,2012-01-31,81
41201,9,2007-07-31,3
41201,9,2007-09-30,5
41201,9,2007-10-31,8
41201,9,2007-12-31,15
41201,9,2008-01-31,16
41201,9,2008-03-31,19
41201,9,2008-04-30,22
41201,9,2008-06-30,27
41201,9,2008-07-31,34
41201,9,2008-09-30,41
41201,9,2008-10-31,41
41201,9,2008-12-31,42
41201,9,2009-01-31,46
41201,9,2009-03-31,49
41201,9,2009-04-30,51
41201,9,2009-05-31,54
41201,9,2009-06-30,57
41201,9,2009-07-31,58
41201,9,2009-08-31,60
41201,9,2009-09-30,60
41201,9,2009-10-31,61
41201,9,2009-11-30,61
41201,9,2009-12-31,72
41201,9,2010-01-31,73
41201,9,2010-02-28,74
41201,9,2010-03-31,74
41201,9,2010-04-30,74
41201,9,2010-05-31,77
41201,9,2010-06-30,78
41201,9,2010-07-31,78
41201,9,2010-08-31,78
41201,9,2010-09-30,78
41201,9,2010-10-31,80
41201,9,2010-11-30,80
41201,9,2010-12-31,80
41201,9,2011-01-31,80
41201,9,2011-02-28,80
41201,9,2011-03-31,80
41201,9,2011-04-30,80
41201,9,2011-05-31,80
41201,9,2011-06-30,80
41201,9,2011-07-31,80
41201,9,2011-08-31,80
41201,9,2011-09-30,80
41201,9,2011-10-31,80
41201,9,2011-11-30,80
41201,9,2011-12-31,80
41201,9,2012-01-31,80
41201,10,2006-01-31,3
41201,10,2006-03-31,3
41201,10,2006-04-30,3
41201,10,2006-06-30,3
41201,10,2006-07-31,3
41201,10,2006-09-30,3
41201,10,2006-10-31,3
41201,10,2006-12-31,3
41201,10,2007-01-31,3
41201,10,2007-03-31,3
41201,10,2007-04-30,3
41201,10,2007-06-30,3
41201,10,2007-07-31,4
41201,10,2007-09-30,4
41201,10,2007-10-31,4
41201,10,2007-12-31,3
41201,10,2008-01-31,20
41201,10,2008-03-31,32
41201,10,2008-04-30,43
41201,10,2008-06-30,53
41201,10,2008-07-31,55
41201,10,2008-09-30,64
41201,10,2008-10-31,68
41201,10,2008-12-31,79
41201,10,2009-01-31,81
41201,10,2009-03-31,87
41201,10,2009-04-30,91
41201,10,2009-05-31,99
41201,10,2009-06-30,107
41201,10,2009-07-31,108
41201,10,2009-08-31,113
41201,10,2009-09-30,126
41201,10,2009-10-31,129
41201,10,2009-11-30,133
41201,10,2009-12-31,129
41201,10,2010-01-31,153
41201,10,2010-02-28,163
41201,10,2010-03-31,169
41201,10,2010-04-30,178
41201,10,2010-05-31,184
41201,10,2010-06-30,189
41201,10,2010-07-31,191
41201,10,2010-08-31,191
41201,10,2010-09-30,194
41201,10,2010-10-31,197
41201,10,2010-11-30,195
41201,10,2010-12-31,195
41201,10,2011-01-31,200
41201,10,2011-02-28,203
41201,10,2011-03-31,207
41201,10,2011-04-30,211
41201,10,2011-05-31,211
41201,10,2011-06-30,214
41201,10,2011-07-31,216
41201,10,2011-08-31,217
41201,10,2011-09-30,219
41201,10,2011-10-31,221
41201,10,2011-11-30,226
41201,10,2011-12-31,230
41201,10,2012-01-31,232
42301,1,2009-10-31,2
42301,1,2009-11-30,2
42301,1,2009-12-31,2
42301,1,2010-01-31,2
42301,1,2010-02-28,2
42301,1,2010-03-31,3
42301,1,2010-04-30,3
42301,1,2010-05-31,3
42301,1,2010-06-30,3
42301,1,2010-07-31,3
42301,1,2010-08-31,3
42301,1,2010-09-30,3
42301,1,2010-10-31,3
42301,1,2010-11-30,3
42301,1,2010-12-31,3
42301,1,2011-01-31,10
42301,1,2011-02-28,10
42301,1,2011-03-31,10
42301,1,2011-04-30,11
42301,1,2011-05-31,11
42301,1,2011-06-30,11
42301,1,2011-07-31,11
42301,1,2011-08-31,11
42301,1,2011-09-30,11
42301,1,2011-10-31,11
42301,1,2011-11-30,12
42301,1,2011-12-31,12
42301,1,2012-01-31,13
42301,2,2008-07-31,1
42301,2,2008-09-30,4
42301,2,2009-05-31,3
42301,2,2009-06-30,1
42301,2,2009-09-30,1
42301,2,2009-10-31,1
42301,2,2010-03-31,1
42301,2,2010-04-30,1
42301,2,2010-09-30,1
42301,2,2010-11-30,1
42301,2,2010-12-31,4
42301,2,2011-01-31,1
42301,2,2011-03-31,2
42301,2,2011-04-30,2
42301,2,2011-06-30,2
42301,2,2011-08-31,1
42301,2,2011-09-30,1
42301,2,2011-10-31,3
42301,2,2012-01-31,1
42301,3,2007-07-31,2
42301,3,2007-09-30,6
42301,3,2007-10-31,3
42301,3,2008-01-31,2
42301,3,2008-06-30,1
42301,3,2008-07-31,5
42301,3,2008-09-30,3
42301,3,2008-12-31,2
42301,3,2009-03-31,1
42301,3,2009-04-30,1
42301,3,2009-05-31,2
42301,3,2009-06-30,2
42301,3,2009-07-31,2
42301,3,2009-08-31,1
42301,3,2009-09-30,4
42301,3,2009-10-31,3
42301,3,2009-11-30,2
42301,3,2010-01-31,3
42301,3,2010-02-28,1
42301,3,2010-03-31,3
42301,3,2010-04-30,1
42301,3,2010-05-31,3
42301,3,2010-06-30,5
42301,3,2010-07-31,5
42301,3,2010-08-31,2
42301,3,2010-09-30,4
42301,3,2010-10-31,1
42301,3,2010-11-30,2
42301,3,2011-01-31,1
42301,3,2011-02-28,2
42301,3,2011-05-31,3
42301,3,2011-06-30,2
42301,3,2011-07-31,4
42301,3,2011-08-31,2
42301,3,2011-11-30,1
42301,3,2011-12-31,2
42301,3,2012-01-31,3
42301,4,2007-12-31,1
42301,4,2008-03-31,1
42301,4,2008-04-30,1
42301,4,2008-09-30,2
42301,4,2008-10-31,1
42301,4,2008-12-31,4
42301,4,2009-01-31,2
42301,4,2009-05-31,3
42301,4,2009-06-30,3
42301,4,2009-07-31,5
42301,4,2009-08-31,6
42301,4,2009-09-30,5
42301,4,2009-10-31,1
42301,4,2009-11-30,3
42301,4,2009-12-31,6
42301,4,2010-01-31,3
42301,4,2010-02-28,2
42301,4,2010-04-30,4
42301,4,2010-07-31,1
42301,4,2010-08-31,1
42301,4,2010-09-30,4
42301,4,2010-10-31,3
42301,4,2010-11-30,2
42301,4,2010-12-31,5
42301,4,2011-01-31,6
42301,4,2011-02-28,6
42301,4,2011-03-31,4
42301,4,2011-04-30,1
42301,4,2011-05-31,4
42301,4,2011-06-30,5
42301,4,2011-07-31,2
42301,4,2011-08-31,1
42301,4,2011-09-30,6
42301,4,2011-10-31,7
42301,4,2011-11-30,5
42301,4,2011-12-31,1
42301,4,2012-01-31,4
42301,5,2007-09-30,2
42301,5,2007-10-31,2
42301,5,2007-12-31,7
42301,5,2008-01-31,7
42301,5,2008-03-31,5
42301,5,2008-04-30,5
42301,5,2008-06-30,8
42301,5,2008-07-31,12
42301,5,2008-09-30,14
42301,5,2008-10-31,7
42301,5,2008-12-31,14
42301,5,2009-01-31,12
42301,5,2009-03-31,11
42301,5,2009-04-30,10
42301,5,2009-05-31,13
42301,5,2009-06-30,12
42301,5,2009-07-31,16
42301,5,2009-08-31,25
42301,5,2009-09-30,23
42301,5,2009-10-31,14
42301,5,2009-11-30,11
42301,5,2009-12-31,8
42301,5,2010-01-31,8
42301,5,2010-02-28,5
42301,5,2010-03-31,4
42301,5,2010-04-30,4
42301,5,2010-05-31,6
42301,5,2010-06-30,5
42301,5,2010-07-31,4
42301,5,2010-08-31,5
42301,5,2010-09-30,5
42301,5,2010-10-31,4
42301,5,2010-11-30,7
42301,5,2010-12-31,7
42301,5,2011-01-31,11
42301,5,2011-02-28,9
42301,5,2011-03-31,8
42301,5,2011-04-30,6
42301,5,2011-05-31,7
42301,5,2011-06-30,7
42301,5,2011-07-31,5
42301,5,2011-08-31,8
42301,5,2011-09-30,7
42301,5,2011-10-31,7
42301,5,2011-11-30,12
42301,5,2011-12-31,16
42301,5,2012-01-31,21
42301,6,2008-01-31,1
42301,6,2008-09-30,1
42301,6,2008-10-31,4
42301,6,2008-12-31,1
42301,6,2009-01-31,1
42301,6,2009-03-31,3
42301,6,2009-04-30,3
42301,6,2009-05-31,2
42301,6,2009-06-30,5
42301,6,2009-07-31,4
42301,6,2009-08-31,4
42301,6,2009-09-30,1
42301,6,2009-10-31,5
42301,6,2009-11-30,3
42301,6,2009-12-31,2
42301,6,2010-01-31,4
42301,6,2010-02-28,6
42301,6,2010-03-31,8
42301,6,2010-04-30,5
42301,6,2010-05-31,10
42301,6,2010-06-30,10
42301,6,2010-07-31,9
42301,6,2010-08-31,9
42301,6,2010-09-30,7
42301,6,2010-10-31,9
42301,6,2010-11-30,9
42301,6,2010-12-31,7
42301,6,2011-01-31,10
42301,6,2011-02-28,8
42301,6,2011-03-31,12
42301,6,2011-04-30,16
42301,6,2011-05-31,16
42301,6,2011-06-30,15
42301,6,2011-07-31,22
42301,6,2011-08-31,22
42301,6,2011-09-30,17
42301,6,2011-10-31,17
42301,6,2011-11-30,18
42301,6,2011-12-31,22
42301,6,2012-01-31,17
42301,7,2007-10-31,6
42301,7,2007-12-31,5
42301,7,2008-01-31,3
42301,7,2008-03-31,7
42301,7,2008-04-30,7
42301,7,2008-06-30,4
42301,7,2008-07-31,2
42301,7,2008-09-30,14
42301,7,2008-10-31,13
42301,7,2008-12-31,10
42301,7,2009-01-31,11
42301,7,2009-03-31,10
42301,7,2009-04-30,11
42301,7,2009-05-31,19
42301,7,2009-06-30,21
42301,7,2009-07-31,15
42301,7,2009-08-31,7
42301,7,2009-09-30,6
42301,7,2009-10-31,11
42301,7,2009-11-30,13
42301,7,2009-12-31,13
42301,7,2010-01-31,14
42301,7,2010-02-28,21
42301,7,2010-03-31,23
42301,7,2010-04-30,24
42301,7,2010-05-31,24
42301,7,2010-06-30,27
42301,7,2010-07-31,31
42301,7,2010-08-31,35
42301,7,2010-09-30,37
42301,7,2010-10-31,38
42301,7,2010-11-30,37
42301,7,2010-12-31,36
42301,7,2011-01-31,29
42301,7,2011-02-28,32
42301,7,2011-03-31,31
42301,7,2011-04-30,32
42301,7,2011-05-31,31
42301,7,2011-06-30,32
42301,7,2011-07-31,33
42301,7,2011-08-31,33
42301,7,2011-09-30,34
42301,7,2011-10-31,33
42301,7,2011-11-30,27
42301,7,2011-12-31,20
42301,7,2012-01-31,17
42301,8,2008-06-30,1
42301,8,2008-07-31,1
42301,8,2009-01-31,2
42301,8,2009-03-31,2
42301,8,2009-04-30,2
42301,8,2009-05-31,3
42301,8,2009-06-30,3
42301,8,2009-07-31,3
42301,8,2009-08-31,2
42301,8,2009-09-30,6
42301,8,2009-10-31,6
42301,8,2009-11-30,7
42301,8,2009-12-31,6
42301,8,2010-01-31,7
42301,8,2010-02-28,6
42301,8,2010-03-31,6
42301,8,2010-04-30,6
42301,8,2010-05-31,6
42301,8,2010-06-30,6
42301,8,2010-07-31,6
42301,8,2010-08-31,6
42301,8,2010-09-30,6
42301,8,2010-10-31,6
42301,8,2010-11-30,7
42301,8,2010-12-31,7
42301,8,2011-02-28,3
42301,8,2011-03-31,2
42301,8,2011-04-30,2
42301,8,2011-05-31,1
42301,8,2011-06-30,1
42301,8,2011-08-31,1
42301,8,2011-09-30,2
42301,8,2011-10-31,2
42301,8,2011-11-30,5
42301,8,2011-12-31,5
42301,8,2012-01-31,6
42301,9,2007-12-31,1
42301,9,2008-01-31,1
42301,9,2008-03-31,2
42301,9,2008-04-30,2
42301,9,2008-06-30,5
42301,9,2008-07-31,5
42301,9,2008-09-30,6
42301,9,2008-10-31,5
42301,9,2008-12-31,6
42301,9,2009-01-31,8
42301,9,2009-03-31,9
42301,9,2009-04-30,10
42301,9,2009-05-31,12
42301,9,2009-06-30,12
42301,9,2009-07-31,14
42301,9,2009-08-31,14
42301,9,2009-09-30,15
42301,9,2009-10-31,37
42301,9,2009-11-30,37
42301,9,2009-12-31,40
42301,9,2010-01-31,40
42301,9,2010-02-28,41
42301,9,2010-03-31,42
42301,9,2010-04-30,44
42301,9,2010-05-31,44
42301,9,2010-06-30,46
42301,9,2010-07-31,46
42301,9,2010-08-31,46
42301,9,2010-09-30,47
42301,9,2010-10-31,50
42301,9,2010-11-30,51
42301,9,2010-12-31,53
42301,9,2011-01-31,56
42301,9,2011-02-28,57
42301,9,2011-03-31,59
42301,9,2011-04-30,60
42301,9,2011-05-31,60
42301,9,2011-06-30,60
42301,9,2011-07-31,61
42301,9,2011-08-31,61
42301,9,2011-09-30,61
42301,9,2011-10-31,61
42301,9,2011-11-30,61
42301,9,2011-12-31,63
42301,9,2012-01-31,64
42301,10,2006-03-31,1
42301,10,2006-06-30,1
42301,10,2006-09-30,1
42301,10,2006-12-31,1
42301,10,2007-03-31,1
42301,10,2007-09-30,1
42301,10,2008-01-31,2
42301,10,2008-03-31,4
42301,10,2008-04-30,4
42301,10,2008-06-30,3
42301,10,2008-07-31,1
42301,10,2008-09-30,7
42301,10,2008-10-31,5
42301,10,2008-12-31,2
42301,10,2009-01-31,3
42301,10,2009-03-31,5
42301,10,2009-04-30,5
42301,10,2009-05-31,16
42301,10,2009-06-30,16
42301,10,2009-07-31,20
42301,10,2009-08-31,21
42301,10,2009-09-30,24
42301,10,2009-10-31,10
42301,10,2009-11-30,14
42301,10,2009-12-31,15
42301,10,2010-01-31,14
42301,10,2010-02-28,12
42301,10,2010-03-31,11
42301,10,2010-04-30,11
42301,10,2010-05-31,10
42301,10,2010-06-30,9
42301,10,2010-07-31,11
42301,10,2010-08-31,11
42301,10,2010-09-30,9
42301,10,2010-10-31,11
42301,10,2010-11-30,10
42301,10,2010-12-31,10
42301,10,2011-01-31,9
42301,10,2011-02-28,8
42301,10,2011-03-31,8
42301,10,2011-04-30,7
42301,10,2011-05-31,7
42301,10,2011-06-30,7
42301,10,2011-07-31,8
42301,10,2011-08-31,9
42301,10,2011-09-30,10
42301,10,2011-10-31,8
42301,10,2011-11-30,9
42301,10,2011-12-31,11
42301,10,2012-01-31,11
51100,1,2006-12-31,1
51100,1,2007-01-31,1
51100,1,2007-03-31,1
51100,1,2007-04-30,1
51100,1,2007-06-30,1
51100,1,2007-07-31,1
51100,1,2007-09-30,1
51100,1,2007-10-31,2
51100,1,2007-12-31,2
51100,1,2008-01-31,2
51100,1,2008-03-31,2
51100,1,2008-04-30,2
51100,1,2008-06-30,2
51100,1,2008-07-31,2
51100,1,2008-09-30,3
51100,1,2008-10-31,4
51100,1,2008-12-31,4
51100,1,2009-01-31,4
51100,1,2009-03-31,5
51100,1,2009-04-30,5
51100,1,2009-05-31,7
51100,1,2009-06-30,7
51100,1,2009-07-31,7
51100,1,2009-08-31,7
51100,1,2009-09-30,8
51100,1,2009-10-31,8
51100,1,2009-11-30,8
51100,1,2009-12-31,9
51100,1,2010-01-31,11
51100,1,2010-02-28,12
51100,1,2010-03-31,15
51100,1,2010-04-30,17
51100,1,2010-05-31,19
51100,1,2010-06-30,21
51100,1,2010-07-31,21
51100,1,2010-08-31,22
51100,1,2010-09-30,23
51100,1,2010-10-31,26
51100,1,2010-11-30,27
51100,1,2010-12-31,28
51100,1,2011-01-31,30
51100,1,2011-02-28,34
51100,1,2011-03-31,36
51100,1,2011-04-30,40
51100,1,2011-05-31,43
51100,1,2011-06-30,45
51100,1,2011-07-31,46
51100,1,2011-08-31,47
51100,1,2011-09-30,47
51100,1,2011-10-31,48
51100,1,2011-11-30,49
51100,1,2011-12-31,49
51100,1,2012-01-31,51
51100,2,2006-01-31,1
51100,2,2006-07-31,4
51100,2,2006-09-30,3
51100,2,2006-10-31,4
51100,2,2006-12-31,12
51100,2,2007-01-31,8
51100,2,2007-03-31,22
51100,2,2007-04-30,8
51100,2,2007-06-30,19
51100,2,2007-07-31,18
51100,2,2007-09-30,5
51100,2,2007-10-31,9
51100,2,2007-12-31,8
51100,2,2008-01-31,9
51100,2,2008-03-31,10
51100,2,2008-04-30,10
51100,2,2008-06-30,18
51100,2,2008-07-31,20
51100,2,2008-12-31,1
51100,2,2009-03-31,25
51100,2,2009-04-30,16
51100,2,2009-05-31,14
51100,2,2009-06-30,16
51100,2,2009-07-31,13
51100,2,2009-08-31,7
51100,2,2009-09-30,22
51100,2,2009-10-31,12
51100,2,2009-11-30,15
51100,2,2009-12-31,5
51100,2,2010-01-31,11
51100,2,2010-02-28,5
51100,2,2010-03-31,4
51100,2,2010-04-30,3
51100,2,2010-05-31,7
51100,2,2010-06-30,2
51100,2,2010-07-31,4
51100,2,2010-08-31,15
51100,2,2010-09-30,45
51100,2,2010-10-31,37
51100,2,2010-11-30,24
51100,2,2010-12-31,30
51100,2,2011-01-31,9
51100,2,2011-02-28,11
51100,2,2011-03-31,14
51100,2,2011-04-30,27
51100,2,2011-05-31,14
51100,2,2011-06-30,19
51100,2,2011-07-31,31
51100,2,2011-08-31,20
51100,2,2011-09-30,25
51100,2,2011-10-31,20
51100,2,2011-11-30,38
51100,2,2011-12-31,13
51100,2,2012-01-31,17
51100,3,2006-01-31,2
51100,3,2006-03-31,3
51100,3,2006-04-30,7
51100,3,2006-06-30,21
51100,3,2006-07-31,29
51100,3,2006-09-30,48
51100,3,2006-10-31,41
51100,3,2006-12-31,27
51100,3,2007-01-31,44
51100,3,2007-03-31,66
51100,3,2007-04-30,58
51100,3,2007-06-30,44
51100,3,2007-07-31,30
51100,3,2007-09-30,52
51100,3,2007-10-31,29
51100,3,2007-12-31,27
51100,3,2008-01-31,35
51100,3,2008-03-31,31
51100,3,2008-04-30,36
51100,3,2008-06-30,32
51100,3,2008-07-31,47
51100,3,2008-09-30,1
51100,3,2008-12-31,10
51100,3,2009-01-31,7
51100,3,2009-03-31,33
