clinic,status,day,population
11127,3,2006-09-30,22
11127,3,2006-10-31,23
11127,3,2006-12-31,41
11127,3,2007-01-31,42
11127,3,2007-03-31,52
11127,3,2007-04-30,34
11127,3,2007-06-30,22
11127,3,2007-07-31,34
11127,3,2007-09-30,28
11127,3,2007-10-31,30
11127,3,2007-12-31,38
11127,3,2008-01-31,44
11127,3,2008-03-31,67
11127,3,2008-04-30,54
11127,3,2008-06-30,36
11127,3,2008-07-31,41
11127,3,2008-09-30,34
11127,3,2008-10-31,36
11127,3,2008-12-31,33
11127,3,2009-01-31,54
11127,3,2009-03-31,68
11127,3,2009-04-30,32
11127,3,2009-05-31,27
11127,3,2009-06-30,22
11127,3,2009-07-31,21
11127,3,2009-08-31,15
11127,3,2009-09-30,19
11127,3,2009-10-31,31
11127,3,2009-11-30,38
11127,3,2009-12-31,23
11127,3,2010-01-31,7
11127,3,2010-04-30,10
11127,3,2010-05-31,19
11127,3,2010-06-30,24
11127,3,2010-07-31,33
11127,3,2010-08-31,36
11127,3,2010-09-30,25
11127,3,2010-10-31,18
11127,3,2010-11-30,10
11127,3,2010-12-31,11
11127,3,2011-01-31,19
11127,3,2011-02-28,13
11127,3,2011-03-31,23
11127,3,2011-04-30,25
11127,3,2011-05-31,9
11127,3,2011-06-30,16
11127,3,2011-07-31,21
11127,3,2011-08-31,9
11127,3,2011-09-30,12
11127,3,2011-10-31,7
11127,3,2011-11-30,18
11127,3,2011-12-31,5
11127,3,2012-01-31,11
11127,4,2006-01-31,3
11127,4,2006-03-31,8
11127,4,2006-04-30,12
11127,4,2006-06-30,14
11127,4,2006-07-31,14
11127,4,2006-09-30,14
11127,4,2006-10-31,14
11127,4,2006-12-31,15
11127,4,2007-01-31,12
11127,4,2007-03-31,12
11127,4,2007-04-30,14
11127,4,2007-06-30,14
11127,4,2007-07-31,19
11127,4,2007-09-30,56
11127,4,2007-10-31,61
11127,4,2007-12-31,55
11127,4,2008-01-31,51
11127,4,2008-03-31,52
11127,4,2008-04-30,46
11127,4,2008-06-30,30
11127,4,2008-07-31,53
11127,4,2008-09-30,58
11127,4,2008-10-31,102
11127,4,2008-12-31,74
11127,4,2009-01-31,47
11127,4,2009-03-31,30
11127,4,2009-04-30,45
11127,4,2009-05-31,43
11127,4,2009-06-30,33
11127,4,2009-07-31,41
11127,4,2009-08-31,51
11127,4,2009-09-30,50
11127,4,2009-10-31,40
11127,4,2009-11-30,26
11127,4,2009-12-31,31
11127,4,2010-01-31,318
11127,4,2010-02-28,665
11127,4,2010-03-31,610
11127,4,2010-04-30,696
11127,4,2010-05-31,348
11127,4,2010-06-30,113
11127,4,2010-07-31,70
11127,4,2010-08-31,80
11127,4,2010-09-30,184
11127,4,2010-10-31,87
11127,4,2010-11-30,131
11127,4,2010-12-31,306
11127,4,2011-01-31,168
11127,4,2011-02-28,53
11127,4,2011-03-31,58
11127,4,2011-04-30,67
11127,4,2011-05-31,56
11127,4,2011-06-30,58
11127,4,2011-07-31,70
11127,4,2011-08-31,74
11127,4,2011-09-30,125
11127,4,2011-10-31,71
11127,4,2011-11-30,70
11127,4,2011-12-31,98
11127,4,2012-01-31,75
11127,5,2006-01-31,33
11127,5,2006-03-31,48
11127,5,2006-04-30,53
11127,5,2006-06-30,72
11127,5,2006-07-31,84
11127,5,2006-09-30,94
11127,5,2006-10-31,91
11127,5,2006-12-31,87
11127,5,2007-01-31,77
11127,5,2007-03-31,83
11127,5,2007-04-30,83
11127,5,2007-06-30,84
11127,5,2007-07-31,74
11127,5,2007-09-30,72
11127,5,2007-10-31,95
11127,5,2007-12-31,57
11127,5,2008-01-31,64
11127,5,2008-03-31,85
11127,5,2008-04-30,92
11127,5,2008-06-30,72
11127,5,2008-07-31,53
11127,5,2008-09-30,67
11127,5,2008-10-31,102
11127,5,2008-12-31,414
11127,5,2009-01-31,431
11127,5,2009-03-31,422
11127,5,2009-04-30,455
11127,5,2009-05-31,479
11127,5,2009-06-30,468
11127,5,2009-07-31,456
11127,5,2009-08-31,458
11127,5,2009-09-30,473
11127,5,2009-10-31,500
11127,5,2009-11-30,493
11127,5,2009-12-31,351
11127,5,2010-01-31,242
11127,5,2010-02-28,389
11127,5,2010-03-31,581
11127,5,2010-04-30,575
11127,5,2010-05-31,250
11127,5,2010-06-30,137
11127,5,2010-07-31,161
11127,5,2010-08-31,207
11127,5,2010-09-30,158
11127,5,2010-10-31,108
11127,5,2010-11-30,199
11127,5,2010-12-31,305
11127,5,2011-01-31,245
11127,5,2011-02-28,105
11127,5,2011-03-31,63
11127,5,2011-04-30,64
11127,5,2011-05-31,50
11127,5,2011-06-30,60
11127,5,2011-07-31,52
11127,5,2011-08-31,53
11127,5,2011-09-30,62
11127,5,2011-10-31,61
11127,5,2011-11-30,56
11127,5,2011-12-31,57
11127,5,2012-01-31,53
11127,6,2006-01-31,76
11127,6,2006-03-31,93
11127,6,2006-04-30,91
11127,6,2006-06-30,99
11127,6,2006-07-31,104
11127,6,2006-09-30,111
11127,6,2006-10-31,122
11127,6,2006-12-31,143
11127,6,2007-01-31,154
11127,6,2007-03-31,164
11127,6,2007-04-30,161
11127,6,2007-06-30,246
11127,6,2007-07-31,282
11127,6,2007-09-30,285
11127,6,2007-10-31,280
11127,6,2007-12-31,275
11127,6,2008-01-31,271
11127,6,2008-03-31,266
11127,6,2008-04-30,271
11127,6,2008-06-30,455
11127,6,2008-07-31,486
11127,6,2008-09-30,538
11127,6,2008-10-31,511
11127,6,2008-12-31,578
11127,6,2009-01-31,615
11127,6,2009-03-31,637
11127,6,2009-04-30,642
11127,6,2009-05-31,663
11127,6,2009-06-30,681
11127,6,2009-07-31,684
11127,6,2009-08-31,686
11127,6,2009-09-30,686
11127,6,2009-10-31,702
11127,6,2009-11-30,742
11127,6,2009-12-31,740
11127,6,2010-01-31,470
11127,6,2010-02-28,98
11127,6,2010-03-31,101
11127,6,2010-04-30,22
11127,6,2010-05-31,392
11127,6,2010-06-30,626
11127,6,2010-07-31,688
11127,6,2010-08-31,694
11127,6,2010-09-30,593
11127,6,2010-10-31,699
11127,6,2010-11-30,674
11127,6,2010-12-31,511
11127,6,2011-01-31,653
11127,6,2011-02-28,792
11127,6,2011-03-31,832
11127,6,2011-04-30,877
11127,6,2011-05-31,928
11127,6,2011-06-30,958
11127,6,2011-07-31,967
11127,6,2011-08-31,989
11127,6,2011-09-30,944
11127,6,2011-10-31,994
11127,6,2011-11-30,1005
11127,6,2011-12-31,978
11127,6,2012-01-31,1007
11127,7,2006-01-31,111
11127,7,2006-03-31,135
11127,7,2006-04-30,170
11127,7,2006-06-30,190
11127,7,2006-07-31,204
11127,7,2006-09-30,230
11127,7,2006-10-31,234
11127,7,2006-12-31,235
11127,7,2007-01-31,255
11127,7,2007-03-31,307
11127,7,2007-04-30,347
11127,7,2007-06-30,283
11127,7,2007-07-31,273
11127,7,2007-09-30,302
11127,7,2007-10-31,295
11127,7,2007-12-31,380
11127,7,2008-01-31,394
11127,7,2008-03-31,425
11127,7,2008-04-30,445
11127,7,2008-06-30,359
11127,7,2008-07-31,362
11127,7,2008-09-30,366
11127,7,2008-10-31,340
11127,7,2008-12-31,84
11127,7,2009-01-31,74
11127,7,2009-03-31,149
11127,7,2009-04-30,147
11127,7,2009-05-31,141
11127,7,2009-06-30,164
11127,7,2009-07-31,172
11127,7,2009-08-31,171
11127,7,2009-09-30,150
11127,7,2009-10-31,125
11127,7,2009-11-30,142
11127,7,2009-12-31,302
11127,7,2010-01-31,403
11127,7,2010-02-28,243
11127,7,2010-03-31,43
11127,7,2010-04-30,35
11127,7,2010-05-31,351
11127,7,2010-06-30,434
11127,7,2010-07-31,406
11127,7,2010-08-31,383
11127,7,2010-09-30,450
11127,7,2010-10-31,505
11127,7,2010-11-30,398
11127,7,2010-12-31,269
11127,7,2011-01-31,311
11127,7,2011-02-28,430
11127,7,2011-03-31,430
11127,7,2011-04-30,397
11127,7,2011-05-31,392
11127,7,2011-06-30,376
11127,7,2011-07-31,378
11127,7,2011-08-31,384
11127,7,2011-09-30,367
11127,7,2011-10-31,365
11127,7,2011-11-30,363
11127,7,2011-12-31,356
11127,7,2012-01-31,332
11127,8,2006-01-31,4
11127,8,2006-03-31,7
11127,8,2006-04-30,8
11127,8,2006-06-30,10
11127,8,2006-07-31,9
11127,8,2006-09-30,14
11127,8,2006-10-31,13
11127,8,2006-12-31,19
11127,8,2007-01-31,22
11127,8,2007-03-31,25
11127,8,2007-04-30,28
11127,8,2007-06-30,29
11127,8,2007-07-31,28
11127,8,2007-09-30,45
11127,8,2007-10-31,53
11127,8,2007-12-31,68
11127,8,2008-01-31,77
11127,8,2008-03-31,81
11127,8,2008-04-30,87
11127,8,2008-06-30,72
11127,8,2008-07-31,81
11127,8,2008-09-30,105
11127,8,2008-10-31,113
11127,8,2008-12-31,131
11127,8,2009-01-31,137
11127,8,2009-03-31,165
11127,8,2009-04-30,169
11127,8,2009-05-31,175
11127,8,2009-06-30,178
11127,8,2009-07-31,179
11127,8,2009-08-31,187
11127,8,2009-09-30,202
11127,8,2009-10-31,115
11127,8,2009-11-30,114
11127,8,2009-12-31,122
11127,8,2010-01-31,97
11127,8,2010-02-28,127
11127,8,2010-03-31,178
11127,8,2010-04-30,167
11127,8,2010-05-31,145
11127,8,2010-06-30,149
11127,8,2010-07-31,155
11127,8,2010-08-31,162
11127,8,2010-09-30,174
11127,8,2010-10-31,174
11127,8,2010-11-30,175
11127,8,2010-12-31,185
11127,8,2011-01-31,198
11127,8,2011-02-28,195
11127,8,2011-03-31,183
11127,8,2011-04-30,183
11127,8,2011-05-31,187
11127,8,2011-06-30,188
11127,8,2011-07-31,190
11127,8,2011-08-31,193
11127,8,2011-09-30,202
11127,8,2011-10-31,224
11127,8,2011-11-30,225
11127,8,2011-12-31,238
11127,8,2012-01-31,261
11127,9,2006-01-31,5
11127,9,2006-03-31,5
11127,9,2006-04-30,5
11127,9,2006-06-30,5
11127,9,2006-07-31,5
11127,9,2006-09-30,5
11127,9,2006-10-31,6
11127,9,2006-12-31,6
11127,9,2007-01-31,6
11127,9,2007-03-31,7
11127,9,2007-04-30,7
11127,9,2007-06-30,7
11127,9,2007-07-31,7
11127,9,2007-09-30,7
11127,9,2007-10-31,7
11127,9,2007-12-31,7
11127,9,2008-01-31,7
11127,9,2008-03-31,7
11127,9,2008-04-30,7
11127,9,2008-06-30,21
11127,9,2008-07-31,21
11127,9,2008-09-30,21
11127,9,2008-10-31,21
11127,9,2008-12-31,21
11127,9,2009-01-31,142
11127,9,2009-03-31,148
11127,9,2009-04-30,149
11127,9,2009-05-31,149
11127,9,2009-06-30,149
11127,9,2009-07-31,149
11127,9,2009-08-31,149
11127,9,2009-09-30,149
11127,9,2009-10-31,410
11127,9,2009-11-30,409
11127,9,2009-12-31,409
11127,9,2010-01-31,418
11127,9,2010-02-28,418
11127,9,2010-03-31,418
11127,9,2010-04-30,418
11127,9,2010-05-31,418
11127,9,2010-06-30,418
11127,9,2010-07-31,418
11127,9,2010-08-31,419
11127,9,2010-09-30,421
11127,9,2010-10-31,421
11127,9,2010-11-30,422
11127,9,2010-12-31,423
11127,9,2011-01-31,425
11127,9,2011-02-28,425
11127,9,2011-03-31,425
11127,9,2011-04-30,426
11127,9,2011-05-31,426
11127,9,2011-06-30,428
11127,9,2011-07-31,428
11127,9,2011-08-31,428
11127,9,2011-09-30,428
11127,9,2011-10-31,429
11127,9,2011-11-30,465
11127,9,2011-12-31,465
11127,9,2012-01-31,467
11127,10,2006-01-31,143
11127,10,2006-03-31,160
11127,10,2006-04-30,161
11127,10,2006-06-30,180
11127,10,2006-07-31,189
11127,10,2006-09-30,223
11127,10,2006-10-31,232
11127,10,2006-12-31,282
11127,10,2007-01-31,304
11127,10,2007-03-31,319
11127,10,2007-04-30,324
11127,10,2007-06-30,341
11127,10,2007-07-31,354
11127,10,2007-09-30,393
11127,10,2007-10-31,396
11127,10,2007-12-31,418
11127,10,2008-01-31,435
11127,10,2008-03-31,451
11127,10,2008-04-30,456
11127,10,2008-06-30,467
11127,10,2008-07-31,475
11127,10,2008-09-30,489
11127,10,2008-10-31,491
11127,10,2008-12-31,495
11127,10,2009-01-31,395
11127,10,2009-03-31,406
11127,10,2009-04-30,420
11127,10,2009-05-31,431
11127,10,2009-06-30,438
11127,10,2009-07-31,455
11127,10,2009-08-31,469
11127,10,2009-09-30,484
11127,10,2009-10-31,229
11127,10,2009-11-30,246
11127,10,2009-12-31,250
11127,10,2010-01-31,257
11127,10,2010-02-28,277
11127,10,2010-03-31,284
11127,10,2010-04-30,298
11127,10,2010-05-31,314
11127,10,2010-06-30,340
11127,10,2010-07-31,345
11127,10,2010-08-31,339
11127,10,2010-09-30,343
11127,10,2010-10-31,346
11127,10,2010-11-30,359
11127,10,2010-12-31,373
11127,10,2011-01-31,376
11127,10,2011-02-28,387
11127,10,2011-03-31,403
11127,10,2011-04-30,413
11127,10,2011-05-31,429
11127,10,2011-06-30,425
11127,10,2011-07-31,426
11127,10,2011-08-31,428
11127,10,2011-09-30,431
11127,10,2011-10-31,437
11127,10,2011-11-30,406
11127,10,2011-12-31,409
11127,10,2012-01-31,416
11155,3,2008-12-31,1
11155,3,2009-03-31,1
11155,3,2009-06-30,1
11155,3,2009-07-31,1
11155,3,2009-08-31,3
11155,3,2009-09-30,4
11155,3,2009-10-31,2
11155,3,2009-11-30,6
11155,3,2010-05-31,5
11155,3,2010-06-30,2
11155,3,2010-07-31,2
11155,3,2010-08-31,3
11155,3,2010-09-30,3
11155,3,2010-10-31,1
11155,3,2010-11-30,1
11155,3,2011-01-31,3
11155,3,2011-02-28,2
11155,3,2011-03-31,3
11155,3,2011-04-30,3
11155,3,2011-05-31,1
11155,3,2011-08-31,1
11155,3,2011-11-30,2
11155,3,2011-12-31,3
11155,3,2012-01-31,1
11155,5,2009-03-31,1
11155,5,2009-04-30,1
11155,5,2009-05-31,1
11155,5,2009-06-30,1
11155,5,2009-07-31,1
11155,5,2009-08-31,2
11155,5,2009-09-30,3
11155,5,2009-10-31,7
11155,5,2009-11-30,6
11155,5,2009-12-31,6
11155,5,2010-01-31,7
11155,5,2010-02-28,12
11155,5,2010-03-31,8
11155,5,2010-04-30,7
11155,5,2010-05-31,5
11155,5,2010-06-30,3
11155,5,2010-07-31,6
11155,5,2010-08-31,13
11155,5,2010-09-30,14
11155,5,2010-10-31,20
11155,5,2010-11-30,21
11155,5,2010-12-31,17
11155,5,2011-01-31,15
11155,5,2011-02-28,13
11155,5,2011-03-31,9
11155,5,2011-04-30,9
11155,5,2011-05-31,11
11155,5,2011-06-30,13
11155,5,2011-07-31,15
11155,5,2011-08-31,13
11155,5,2011-09-30,16
11155,5,2011-10-31,18
11155,5,2011-11-30,11
11155,5,2011-12-31,17
11155,5,2012-01-31,12
11155,7,2009-01-31,1
11155,7,2009-04-30,1
11155,7,2009-05-31,1
11155,7,2009-07-31,1
11155,7,2009-08-31,2
11155,7,2009-09-30,4
11155,7,2009-10-31,4
11155,7,2009-11-30,6
11155,7,2009-12-31,12
11155,7,2010-01-31,10
11155,7,2010-02-28,3
11155,7,2010-03-31,7
11155,7,2010-04-30,7
11155,7,2010-05-31,9
11155,7,2010-06-30,14
11155,7,2010-07-31,13
11155,7,2010-08-31,8
11155,7,2010-09-30,10
11155,7,2010-10-31,7
11155,7,2010-11-30,3
11155,7,2010-12-31,5
11155,7,2011-01-31,5
11155,7,2011-02-28,9
11155,7,2011-03-31,10
11155,7,2011-04-30,13
11155,7,2011-05-31,13
11155,7,2011-06-30,15
11155,7,2011-07-31,11
11155,7,2011-08-31,17
11155,7,2011-09-30,16
11155,7,2011-10-31,12
11155,7,2011-11-30,18
11155,7,2011-12-31,13
11155,7,2012-01-31,20
11155,9,2009-06-30,1
11155,9,2009-07-31,1
11155,9,2009-08-31,1
11155,9,2009-09-30,2
11155,9,2009-10-31,2
11155,9,2009-11-30,3
11155,9,2009-12-31,4
11155,9,2010-01-31,4
11155,9,2010-02-28,4
11155,9,2010-03-31,5
11155,9,2010-04-30,5
11155,9,2010-05-31,5
11155,9,2010-06-30,5
11155,9,2010-07-31,5
11155,9,2010-08-31,5
11155,9,2010-09-30,5
11155,9,2010-10-31,5
11155,9,2010-11-30,5
11155,9,2010-12-31,5
11155,9,2011-01-31,5
11155,9,2011-02-28,5
11155,9,2011-03-31,5
11155,9,2011-04-30,5
11155,9,2011-05-31,5
11155,9,2011-06-30,5
11155,9,2011-07-31,5
11155,9,2011-08-31,5
11155,9,2011-09-30,5
11155,9,2011-10-31,5
11155,9,2011-11-30,5
11155,9,2011-12-31,5
11155,9,2012-01-31,5
11155,10,2009-06-30,1
11155,10,2009-07-31,1
11155,10,2009-12-31,1
11155,10,2010-01-31,2
11155,10,2010-02-28,4
11155,10,2010-03-31,3
11155,10,2010-04-30,4
11155,10,2010-05-31,4
11155,10,2010-06-30,6
11155,10,2010-07-31,6
11155,10,2010-08-31,6
11155,10,2010-09-30,6
11155,10,2010-10-31,6
11155,10,2010-11-30,10
11155,10,2010-12-31,13
11155,10,2011-01-31,15
11155,10,2011-02-28,16
11155,10,2011-03-31,21
11155,10,2011-04-30,21
11155,10,2011-05-31,22
11155,10,2011-06-30,19
11155,10,2011-07-31,21
11155,10,2011-08-31,17
11155,10,2011-09-30,16
11155,10,2011-10-31,18
11155,10,2011-11-30,19
11155,10,2011-12-31,20
11155,10,2012-01-31,21
11156,3,2009-01-31,2
11156,3,2009-04-30,1
11156,3,2009-05-31,3
11156,3,2009-06-30,10
11156,3,2009-07-31,3
11156,3,2009-08-31,9
11156,3,2009-09-30,10
11156,3,2009-10-31,26
11156,3,2009-11-30,8
11156,3,2009-12-31,4
11156,3,2010-12-31,11
11156,3,2011-03-31,1
11156,3,2011-04-30,10
11156,3,2011-05-31,10
11156,3,2011-06-30,6
11156,3,2011-07-31,7
11156,3,2011-08-31,3
11156,3,2011-10-31,5
11156,3,2011-11-30,8
11156,3,2011-12-31,9
11156,3,2012-01-31,3
11156,5,2009-04-30,1
11156,5,2009-06-30,1
11156,5,2009-07-31,2
11156,5,2009-08-31,5
11156,5,2009-09-30,7
11156,5,2009-10-31,7
11156,5,2009-11-30,18
11156,5,2009-12-31,36
11156,5,2010-01-31,63
11156,5,2010-02-28,62
11156,5,2010-03-31,58
11156,5,2010-04-30,41
11156,5,2010-05-31,11
11156,5,2010-06-30,2
11156,5,2010-07-31,3
11156,5,2010-08-31,3
11156,5,2010-09-30,3
11156,5,2010-10-31,5
11156,5,2010-11-30,7
11156,5,2010-12-31,3
11156,5,2011-01-31,6
11156,5,2011-02-28,6
11156,5,2011-03-31,7
11156,5,2011-04-30,14
11156,5,2011-05-31,27
11156,5,2011-06-30,50
11156,5,2011-07-31,39
11156,5,2011-08-31,55
11156,5,2011-09-30,72
11156,5,2011-10-31,37
11156,5,2011-11-30,21
11156,5,2011-12-31,47
11156,5,2012-01-31,58
11156,7,2008-12-31,2
11156,7,2009-01-31,2
11156,7,2009-03-31,6
11156,7,2009-04-30,5
11156,7,2009-05-31,7
11156,7,2009-06-30,9
11156,7,2009-07-31,18
11156,7,2009-08-31,17
11156,7,2009-09-30,24
11156,7,2009-10-31,34
11156,7,2009-11-30,49
11156,7,2009-12-31,36
11156,7,2010-01-31,9
11156,7,2010-02-28,7
11156,7,2010-03-31,7
11156,7,2010-04-30,7
11156,7,2010-05-31,3
11156,7,2010-06-30,1
11156,7,2010-08-31,4
11156,7,2010-09-30,6
11156,7,2010-10-31,3
11156,7,2010-11-30,11
11156,7,2010-12-31,47
11156,7,2011-01-31,59
11156,7,2011-02-28,63
11156,7,2011-03-31,65
11156,7,2011-04-30,59
11156,7,2011-05-31,56
11156,7,2011-06-30,42
11156,7,2011-07-31,58
11156,7,2011-08-31,44
11156,7,2011-09-30,28
11156,7,2011-10-31,65
11156,7,2011-11-30,85
11156,7,2011-12-31,67
11156,7,2012-01-31,61
11156,9,2010-01-31,2
11156,9,2010-02-28,2
11156,9,2010-03-31,2
11156,9,2010-04-30,2
11156,9,2010-05-31,2
11156,9,2010-06-30,2
11156,9,2010-07-31,2
11156,9,2010-08-31,2
11156,9,2010-09-30,2
11156,9,2010-10-31,2
11156,9,2010-11-30,2
11156,9,2010-12-31,2
11156,9,2011-01-31,2
11156,9,2011-02-28,2
11156,9,2011-03-31,2
11156,9,2011-04-30,2
11156,9,2011-05-31,3
11156,9,2011-06-30,4
11156,9,2011-07-31,4
11156,9,2011-08-31,4
11156,9,2011-09-30,4
11156,9,2011-10-31,4
11156,9,2011-11-30,4
11156,9,2011-12-31,4
11156,9,2012-01-31,4
11156,10,2009-08-31,1
11156,10,2009-09-30,1
11156,10,2009-10-31,1
11156,10,2009-11-30,1
11156,10,2009-12-31,4
11156,10,2010-01-31,6
11156,10,2010-02-28,9
11156,10,2010-03-31,13
11156,10,2010-04-30,30
11156,10,2010-05-31,64
11156,10,2010-06-30,75
11156,10,2010-07-31,75
11156,10,2010-08-31,71
11156,10,2010-09-30,69
11156,10,2010-10-31,70
11156,10,2010-11-30,60
11156,10,2010-12-31,28
11156,10,2011-01-31,24
11156,10,2011-02-28,20
11156,10,2011-03-31,17
11156,10,2011-04-30,17
11156,10,2011-05-31,16
11156,10,2011-06-30,16
11156,10,2011-07-31,17
11156,10,2011-08-31,22
11156,10,2011-09-30,24
11156,10,2011-10-31,22
11156,10,2011-11-30,23
11156,10,2011-12-31,23
11156,10,2012-01-31,27
11157,2,2009-10-31,1
11157,2,2010-05-31,1
11157,2,2010-06-30,1
11157,2,2010-07-31,1
11157,2,2011-02-28,1
11157,2,2011-05-31,1
11157,2,2011-08-31,1
11157,2,2011-09-30,2
11157,2,2011-10-31,6
11157,2,2011-11-30,6
11157,2,2012-01-31,2
11157,3,2009-06-30,33
11157,3,2009-07-31,40
11157,3,2009-08-31,33
11157,3,2009-09-30,33
11157,3,2009-10-31,17
11157,3,2009-11-30,12
11157,3,2009-12-31,6
11157,3,2010-02-28,1
11157,3,2010-03-31,14
11157,3,2010-04-30,11
11157,3,2010-05-31,2
11157,3,2010-06-30,10
11157,3,2010-07-31,7
11157,3,2010-08-31,4
11157,3,2010-09-30,8
11157,3,2010-10-31,9
11157,3,2010-11-30,5
11157,3,2010-12-31,11
11157,3,2011-01-31,21
11157,3,2011-02-28,9
11157,3,2011-03-31,22
11157,3,2011-04-30,32
11157,3,2011-05-31,11
11157,3,2011-06-30,15
11157,3,2011-07-31,17
11157,3,2011-08-31,5
11157,3,2011-09-30,8
11157,3,2011-10-31,20
11157,3,2011-11-30,13
11157,3,2011-12-31,23
11157,3,2012-01-31,1
11157,4,2009-12-31,1
11157,4,2010-01-31,1
11157,4,2010-08-31,1
11157,4,2010-09-30,1
11157,4,2010-12-31,1
11157,4,2011-01-31,1
11157,4,2011-02-28,1
11157,4,2011-04-30,1
11157,4,2011-05-31,1
11157,4,2011-07-31,2
11157,4,2011-08-31,2
11157,4,2011-09-30,2
11157,4,2011-10-31,2
11157,4,2011-11-30,1
11157,4,2011-12-31,7
11157,4,2012-01-31,8
11157,5,2009-07-31,2
11157,5,2009-08-31,16
11157,5,2009-09-30,22
11157,5,2009-10-31,42
11157,5,2009-11-30,71
11157,5,2009-12-31,93
11157,5,2010-01-31,101
11157,5,2010-02-28,87
11157,5,2010-03-31,61
11157,5,2010-04-30,48
11157,5,2010-05-31,48
11157,5,2010-06-30,44
11157,5,2010-07-31,48
11157,5,2010-08-31,58
11157,5,2010-09-30,50
11157,5,2010-10-31,47
11157,5,2010-11-30,49
11157,5,2010-12-31,58
11157,5,2011-01-31,52
11157,5,2011-02-28,40
11157,5,2011-03-31,44
11157,5,2011-04-30,39
11157,5,2011-05-31,44
11157,5,2011-06-30,43
11157,5,2011-07-31,45
11157,5,2011-08-31,67
11157,5,2011-09-30,106
11157,5,2011-10-31,74
11157,5,2011-11-30,72
11157,5,2011-12-31,87
11157,5,2012-01-31,61
11157,6,2009-11-30,1
11157,6,2010-07-31,1
11157,6,2010-08-31,1
11157,6,2010-09-30,1
11157,6,2010-10-31,1
11157,6,2010-11-30,1
11157,6,2011-03-31,2
11157,6,2011-04-30,1
11157,6,2011-05-31,1
11157,6,2011-06-30,3
11157,6,2011-07-31,1
11157,6,2011-09-30,2
11157,6,2011-10-31,3
11157,6,2011-11-30,10
11157,6,2011-12-31,10
11157,6,2012-01-31,9
11157,7,2009-07-31,31
11157,7,2009-08-31,57
11157,7,2009-09-30,82
11157,7,2009-10-31,94
11157,7,2009-11-30,82
11157,7,2009-12-31,55
11157,7,2010-01-31,35
11157,7,2010-02-28,19
11157,7,2010-03-31,28
11157,7,2010-04-30,36
11157,7,2010-05-31,28
11157,7,2010-06-30,28
11157,7,2010-07-31,39
11157,7,2010-08-31,43
11157,7,2010-09-30,40
11157,7,2010-10-31,52
11157,7,2010-11-30,63
11157,7,2010-12-31,57
11157,7,2011-01-31,69
11157,7,2011-02-28,99
11157,7,2011-03-31,103
11157,7,2011-04-30,133
11157,7,2011-05-31,150
11157,7,2011-06-30,160
11157,7,2011-07-31,172
11157,7,2011-08-31,167
11157,7,2011-09-30,118
11157,7,2011-10-31,148
11157,7,2011-11-30,164
11157,7,2011-12-31,160
11157,7,2012-01-31,184
11157,8,2010-02-28,1
11157,8,2010-03-31,1
11157,8,2010-04-30,1
11157,8,2010-05-31,1
11157,8,2010-06-30,1
11157,8,2010-07-31,1
11157,8,2010-08-31,1
11157,8,2010-09-30,1
11157,8,2010-10-31,2
11157,8,2010-11-30,2
11157,8,2010-12-31,2
11157,8,2011-01-31,2
11157,8,2011-02-28,2
11157,8,2011-03-31,2
11157,8,2011-04-30,2
11157,8,2011-05-31,2
11157,8,2011-06-30,2
11157,8,2011-07-31,2
11157,8,2011-08-31,3
11157,8,2011-09-30,2
11157,8,2011-10-31,4
11157,8,2011-11-30,4
11157,8,2011-12-31,4
11157,8,2012-01-31,4
11157,10,2009-12-31,17
11157,10,2010-01-31,35
11157,10,2010-02-28,65
11157,10,2010-03-31,83
11157,10,2010-04-30,102
11157,10,2010-05-31,120
11157,10,2010-06-30,126
11157,10,2010-07-31,120
11157,10,2010-08-31,113
11157,10,2010-09-30,128
11157,10,2010-10-31,127
11157,10,2010-11-30,123
