clinic,sex,day,population
72101,1,2006-04-30,8
72101,1,2006-06-30,15
72101,1,2006-07-31,16
72101,1,2006-09-30,27
72101,1,2006-10-31,26
72101,1,2006-12-31,33
72101,1,2007-01-31,33
72101,1,2007-03-31,44
72101,1,2007-04-30,58
72101,1,2007-06-30,69
72101,1,2007-07-31,75
72101,1,2007-09-30,83
72101,1,2007-10-31,84
72101,1,2007-12-31,94
72101,1,2008-01-31,100
72101,1,2008-03-31,113
72101,1,2008-04-30,124
72101,1,2008-06-30,139
72101,1,2008-07-31,152
72101,1,2008-09-30,163
72101,1,2008-10-31,175
72101,1,2008-12-31,187
72101,1,2009-01-31,194
72101,1,2009-03-31,206
72101,1,2009-04-30,211
72101,1,2009-05-31,218
72101,1,2009-06-30,224
72101,1,2009-07-31,231
72101,1,2009-08-31,236
72101,1,2009-09-30,242
72101,1,2009-10-31,252
72101,1,2009-11-30,258
72101,1,2009-12-31,261
72101,1,2010-01-31,265
72101,1,2010-02-28,275
72101,1,2010-03-31,284
72101,1,2010-04-30,285
72101,1,2010-05-31,297
72101,1,2010-06-30,299
72101,1,2010-07-31,313
72101,1,2010-08-31,317
72101,1,2010-09-30,324
72101,1,2010-10-31,334
72101,1,2010-11-30,337
72101,1,2010-12-31,340
72101,1,2011-01-31,342
72101,1,2011-02-28,350
72101,1,2011-03-31,356
72101,1,2011-04-30,358
72101,1,2011-05-31,364
72101,1,2011-06-30,373
72101,1,2011-07-31,377
72101,1,2011-08-31,385
72101,1,2011-09-30,389
72101,1,2011-10-31,394
72101,1,2011-11-30,405
72101,1,2011-12-31,410
72101,1,2012-01-31,414
72101,2,2006-04-30,6
72101,2,2006-06-30,9
72101,2,2006-07-31,11
72101,2,2006-09-30,17
72101,2,2006-10-31,22
72101,2,2006-12-31,24
72101,2,2007-01-31,27
72101,2,2007-03-31,36
72101,2,2007-04-30,41
72101,2,2007-06-30,49
72101,2,2007-07-31,53
72101,2,2007-09-30,54
72101,2,2007-10-31,55
72101,2,2007-12-31,62
72101,2,2008-01-31,67
72101,2,2008-03-31,72
72101,2,2008-04-30,74
72101,2,2008-06-30,87
72101,2,2008-07-31,94
72101,2,2008-09-30,100
72101,2,2008-10-31,106
72101,2,2008-12-31,114
72101,2,2009-01-31,115
72101,2,2009-03-31,122
72101,2,2009-04-30,124
72101,2,2009-05-31,125
72101,2,2009-06-30,128
72101,2,2009-07-31,130
72101,2,2009-08-31,131
72101,2,2009-09-30,134
72101,2,2009-10-31,139
72101,2,2009-11-30,143
72101,2,2009-12-31,145
72101,2,2010-01-31,147
72101,2,2010-02-28,153
72101,2,2010-03-31,155
72101,2,2010-04-30,158
72101,2,2010-05-31,161
72101,2,2010-06-30,164
72101,2,2010-07-31,169
72101,2,2010-08-31,174
72101,2,2010-09-30,180
72101,2,2010-10-31,183
72101,2,2010-11-30,188
72101,2,2010-12-31,188
72101,2,2011-01-31,191
72101,2,2011-02-28,193
72101,2,2011-03-31,197
72101,2,2011-04-30,201
72101,2,2011-05-31,204
72101,2,2011-06-30,207
72101,2,2011-07-31,211
72101,2,2011-08-31,217
72101,2,2011-09-30,219
72101,2,2011-10-31,223
72101,2,2011-11-30,230
72101,2,2011-12-31,232
72101,2,2012-01-31,234
73101,0,2006-07-31,3
73101,0,2006-09-30,11
73101,0,2006-10-31,11
73101,0,2006-12-31,20
73101,0,2007-01-31,20
73101,0,2007-03-31,20
73101,0,2007-04-30,20
73101,0,2007-06-30,20
73101,0,2007-07-31,20
73101,0,2007-09-30,20
73101,0,2007-10-31,20
73101,0,2007-12-31,20
73101,0,2008-01-31,20
73101,0,2008-03-31,20
73101,0,2008-04-30,20
73101,0,2008-06-30,20
73101,0,2008-07-31,20
73101,0,2008-09-30,20
73101,0,2008-10-31,20
73101,0,2008-12-31,20
73101,0,2009-01-31,20
73101,0,2009-03-31,20
73101,0,2009-04-30,20
73101,0,2009-05-31,20
73101,0,2009-06-30,20
73101,0,2009-07-31,20
73101,0,2009-08-31,20
73101,0,2009-09-30,20
73101,0,2009-10-31,20
73101,0,2009-11-30,20
73101,0,2009-12-31,20
73101,0,2010-01-31,20
73101,0,2010-02-28,20
73101,0,2010-03-31,20
73101,0,2010-04-30,20
73101,0,2010-05-31,20
73101,0,2010-06-30,20
73101,0,2010-07-31,20
73101,0,2010-08-31,20
73101,0,2010-09-30,20
73101,0,2010-10-31,20
73101,0,2010-11-30,20
73101,0,2010-12-31,20
73101,0,2011-01-31,20
73101,0,2011-02-28,20
73101,0,2011-03-31,20
73101,0,2011-04-30,20
73101,0,2011-05-31,20
73101,0,2011-06-30,20
73101,0,2011-07-31,20
73101,0,2011-08-31,20
73101,0,2011-09-30,20
73101,0,2011-10-31,20
73101,0,2011-11-30,20
73101,0,2011-12-31,20
73101,0,2012-01-31,20
73101,1,2006-06-30,4
73101,1,2006-07-31,6
73101,1,2006-09-30,7
73101,1,2006-10-31,7
73101,1,2006-12-31,9
73101,1,2007-01-31,12
73101,1,2007-03-31,15
73101,1,2007-04-30,16
73101,1,2007-06-30,19
73101,1,2007-07-31,19
73101,1,2007-09-30,23
73101,1,2007-10-31,27
73101,1,2007-12-31,34
73101,1,2008-01-31,36
73101,1,2008-03-31,38
73101,1,2008-04-30,38
73101,1,2008-06-30,38
73101,1,2008-07-31,38
73101,1,2008-09-30,38
73101,1,2008-10-31,38
73101,1,2008-12-31,38
73101,1,2009-01-31,38
73101,1,2009-03-31,38
73101,1,2009-04-30,38
73101,1,2009-05-31,38
73101,1,2009-06-30,38
73101,1,2009-07-31,38
73101,1,2009-08-31,38
73101,1,2009-09-30,38
73101,1,2009-10-31,38
73101,1,2009-11-30,38
73101,1,2009-12-31,38
73101,1,2010-01-31,38
73101,1,2010-02-28,38
73101,1,2010-03-31,38
73101,1,2010-04-30,38
73101,1,2010-05-31,38
73101,1,2010-06-30,38
73101,1,2010-07-31,38
73101,1,2010-08-31,38
73101,1,2010-09-30,38
73101,1,2010-10-31,38
73101,1,2010-11-30,38
73101,1,2010-12-31,38
73101,1,2011-01-31,38
73101,1,2011-02-28,38
73101,1,2011-03-31,38
73101,1,2011-04-30,38
73101,1,2011-05-31,38
73101,1,2011-06-30,38
73101,1,2011-07-31,38
73101,1,2011-08-31,38
73101,1,2011-09-30,38
73101,1,2011-10-31,38
73101,1,2011-11-30,38
73101,1,2011-12-31,38
73101,1,2012-01-31,38
73101,2,2006-06-30,2
73101,2,2006-07-31,3
73101,2,2006-09-30,4
73101,2,2006-10-31,4
73101,2,2006-12-31,5
73101,2,2007-01-31,7
73101,2,2007-03-31,10
73101,2,2007-04-30,11
73101,2,2007-06-30,11
73101,2,2007-07-31,11
73101,2,2007-09-30,13
73101,2,2007-10-31,17
73101,2,2007-12-31,17
73101,2,2008-01-31,20
73101,2,2008-03-31,23
73101,2,2008-04-30,23
73101,2,2008-06-30,23
73101,2,2008-07-31,23
73101,2,2008-09-30,23
73101,2,2008-10-31,23
73101,2,2008-12-31,23
73101,2,2009-01-31,23
73101,2,2009-03-31,23
73101,2,2009-04-30,23
73101,2,2009-05-31,23
73101,2,2009-06-30,23
73101,2,2009-07-31,23
73101,2,2009-08-31,23
73101,2,2009-09-30,23
73101,2,2009-10-31,23
73101,2,2009-11-30,23
73101,2,2009-12-31,23
73101,2,2010-01-31,23
73101,2,2010-02-28,23
73101,2,2010-03-31,23
73101,2,2010-04-30,23
73101,2,2010-05-31,23
73101,2,2010-06-30,23
73101,2,2010-07-31,23
73101,2,2010-08-31,23
73101,2,2010-09-30,23
73101,2,2010-10-31,23
73101,2,2010-11-30,23
73101,2,2010-12-31,23
73101,2,2011-01-31,23
73101,2,2011-02-28,23
73101,2,2011-03-31,23
73101,2,2011-04-30,23
73101,2,2011-05-31,23
73101,2,2011-06-30,23
73101,2,2011-07-31,23
73101,2,2011-08-31,23
73101,2,2011-09-30,23
73101,2,2011-10-31,23
73101,2,2011-11-30,23
73101,2,2011-12-31,23
73101,2,2012-01-31,23
73103,1,2006-01-31,80
73103,1,2006-03-31,105
73103,1,2006-04-30,114
73103,1,2006-06-30,138
73103,1,2006-07-31,146
73103,1,2006-09-30,165
73103,1,2006-10-31,179
73103,1,2006-12-31,191
73103,1,2007-01-31,201
73103,1,2007-03-31,230
73103,1,2007-04-30,250
73103,1,2007-06-30,275
73103,1,2007-07-31,287
73103,1,2007-09-30,292
73103,1,2007-10-31,296
73103,1,2007-12-31,309
73103,1,2008-01-31,320
73103,1,2008-03-31,337
73103,1,2008-04-30,340
73103,1,2008-06-30,351
73103,1,2008-07-31,368
73103,1,2008-09-30,379
73103,1,2008-10-31,381
73103,1,2008-12-31,391
73103,1,2009-01-31,401
73103,1,2009-03-31,417
73103,1,2009-04-30,421
73103,1,2009-05-31,429
73103,1,2009-06-30,436
73103,1,2009-07-31,442
73103,1,2009-08-31,452
73103,1,2009-09-30,463
73103,1,2009-10-31,468
73103,1,2009-11-30,477
73103,1,2009-12-31,481
73103,1,2010-01-31,486
73103,1,2010-02-28,492
73103,1,2010-03-31,496
73103,1,2010-04-30,506
73103,1,2010-05-31,509
73103,1,2010-06-30,513
73103,1,2010-07-31,515
73103,1,2010-08-31,520
73103,1,2010-09-30,527
73103,1,2010-10-31,532
73103,1,2010-11-30,533
73103,1,2010-12-31,536
73103,1,2011-01-31,537
73103,1,2011-02-28,538
73103,1,2011-03-31,542
73103,1,2011-04-30,549
73103,1,2011-05-31,557
73103,1,2011-06-30,567
73103,1,2011-07-31,570
73103,1,2011-08-31,572
73103,1,2011-09-30,572
73103,1,2011-10-31,572
73103,1,2011-11-30,572
73103,1,2011-12-31,572
73103,1,2012-01-31,572
73103,2,2006-01-31,67
73103,2,2006-03-31,80
73103,2,2006-04-30,84
73103,2,2006-06-30,103
73103,2,2006-07-31,112
73103,2,2006-09-30,128
73103,2,2006-10-31,134
73103,2,2006-12-31,141
73103,2,2007-01-31,151
73103,2,2007-03-31,169
73103,2,2007-04-30,176
73103,2,2007-06-30,191
73103,2,2007-07-31,195
73103,2,2007-09-30,204
73103,2,2007-10-31,213
73103,2,2007-12-31,224
73103,2,2008-01-31,229
73103,2,2008-03-31,232
73103,2,2008-04-30,236
73103,2,2008-06-30,246
73103,2,2008-07-31,262
73103,2,2008-09-30,272
73103,2,2008-10-31,278
73103,2,2008-12-31,286
73103,2,2009-01-31,294
73103,2,2009-03-31,308
73103,2,2009-04-30,313
73103,2,2009-05-31,314
73103,2,2009-06-30,322
73103,2,2009-07-31,331
73103,2,2009-08-31,337
73103,2,2009-09-30,342
73103,2,2009-10-31,349
73103,2,2009-11-30,352
73103,2,2009-12-31,358
73103,2,2010-01-31,364
73103,2,2010-02-28,366
73103,2,2010-03-31,371
73103,2,2010-04-30,378
73103,2,2010-05-31,382
73103,2,2010-06-30,385
73103,2,2010-07-31,386
73103,2,2010-08-31,393
73103,2,2010-09-30,400
73103,2,2010-10-31,404
73103,2,2010-11-30,408
73103,2,2010-12-31,412
73103,2,2011-01-31,416
73103,2,2011-02-28,419
73103,2,2011-03-31,423
73103,2,2011-04-30,433
73103,2,2011-05-31,438
73103,2,2011-06-30,442
73103,2,2011-07-31,444
73103,2,2011-08-31,448
73103,2,2011-09-30,448
73103,2,2011-10-31,448
73103,2,2011-11-30,448
73103,2,2011-12-31,448
73103,2,2012-01-31,448
73301,,2006-01-31,1
73301,,2006-03-31,1
73301,,2006-04-30,1
73301,,2006-06-30,1
73301,,2006-07-31,1
73301,,2006-09-30,1
73301,,2006-10-31,1
73301,,2006-12-31,1
73301,,2007-01-31,1
73301,,2007-03-31,1
73301,,2007-04-30,1
73301,,2007-06-30,1
73301,,2007-07-31,1
73301,,2007-09-30,1
73301,,2007-10-31,1
73301,,2007-12-31,1
73301,,2008-01-31,1
73301,,2008-03-31,1
73301,,2008-04-30,1
73301,,2008-06-30,1
73301,,2008-07-31,1
73301,,2008-09-30,1
73301,,2008-10-31,1
73301,,2008-12-31,1
73301,,2009-01-31,1
73301,,2009-03-31,1
73301,,2009-04-30,1
73301,,2009-05-31,1
73301,,2009-06-30,1
73301,,2009-07-31,1
73301,,2009-08-31,1
73301,,2009-09-30,1
73301,,2009-10-31,1
73301,,2009-11-30,1
73301,,2009-12-31,1
73301,,2010-01-31,1
73301,,2010-02-28,1
73301,,2010-03-31,1
73301,,2010-04-30,1
73301,,2010-05-31,1
73301,,2010-06-30,1
73301,,2010-07-31,1
73301,,2010-08-31,1
73301,,2010-09-30,1
73301,,2010-10-31,1
73301,,2010-11-30,1
73301,,2010-12-31,1
73301,,2011-01-31,1
73301,,2011-02-28,1
73301,,2011-03-31,1
73301,,2011-04-30,1
73301,,2011-05-31,1
73301,,2011-06-30,1
73301,,2011-07-31,1
73301,,2011-08-31,1
73301,,2011-09-30,1
73301,,2011-10-31,1
73301,,2011-11-30,1
73301,,2011-12-31,1
73301,,2012-01-31,1
73301,1,2006-01-31,54
73301,1,2006-03-31,54
73301,1,2006-04-30,55
73301,1,2006-06-30,64
73301,1,2006-07-31,64
73301,1,2006-09-30,65
73301,1,2006-10-31,65
73301,1,2006-12-31,72
73301,1,2007-01-31,73
73301,1,2007-03-31,81
73301,1,2007-04-30,80
73301,1,2007-06-30,82
73301,1,2007-07-31,82
73301,1,2007-09-30,84
73301,1,2007-10-31,83
73301,1,2007-12-31,86
73301,1,2008-01-31,87
73301,1,2008-03-31,91
73301,1,2008-04-30,91
73301,1,2008-06-30,95
73301,1,2008-07-31,96
73301,1,2008-09-30,110
73301,1,2008-10-31,110
73301,1,2008-12-31,114
73301,1,2009-01-31,114
73301,1,2009-03-31,118
73301,1,2009-04-30,122
73301,1,2009-05-31,123
73301,1,2009-06-30,125
73301,1,2009-07-31,127
73301,1,2009-08-31,134
73301,1,2009-09-30,135
73301,1,2009-10-31,136
73301,1,2009-11-30,136
73301,1,2009-12-31,137
73301,1,2010-01-31,137
73301,1,2010-02-28,139
73301,1,2010-03-31,145
73301,1,2010-04-30,149
73301,1,2010-05-31,150
73301,1,2010-06-30,151
73301,1,2010-07-31,152
73301,1,2010-08-31,154
73301,1,2010-09-30,155
73301,1,2010-10-31,157
73301,1,2010-11-30,158
73301,1,2010-12-31,160
73301,1,2011-01-31,163
73301,1,2011-02-28,165
73301,1,2011-03-31,166
73301,1,2011-04-30,167
73301,1,2011-05-31,169
73301,1,2011-06-30,173
73301,1,2011-07-31,173
73301,1,2011-08-31,176
73301,1,2011-09-30,179
73301,1,2011-10-31,180
73301,1,2011-11-30,182
73301,1,2011-12-31,183
73301,1,2012-01-31,184
73301,2,2006-01-31,27
73301,2,2006-03-31,30
73301,2,2006-04-30,30
73301,2,2006-06-30,33
73301,2,2006-07-31,33
73301,2,2006-09-30,34
73301,2,2006-10-31,34
73301,2,2006-12-31,40
73301,2,2007-01-31,42
73301,2,2007-03-31,46
73301,2,2007-04-30,46
73301,2,2007-06-30,47
73301,2,2007-07-31,48
73301,2,2007-09-30,48
73301,2,2007-10-31,48
73301,2,2007-12-31,51
73301,2,2008-01-31,52
73301,2,2008-03-31,56
73301,2,2008-04-30,56
73301,2,2008-06-30,62
73301,2,2008-07-31,65
73301,2,2008-09-30,78
73301,2,2008-10-31,81
73301,2,2008-12-31,86
73301,2,2009-01-31,86
73301,2,2009-03-31,88
73301,2,2009-04-30,89
73301,2,2009-05-31,90
73301,2,2009-06-30,94
73301,2,2009-07-31,97
73301,2,2009-08-31,97
73301,2,2009-09-30,97
73301,2,2009-10-31,97
73301,2,2009-11-30,99
73301,2,2009-12-31,101
73301,2,2010-01-31,102
73301,2,2010-02-28,102
73301,2,2010-03-31,103
73301,2,2010-04-30,108
73301,2,2010-05-31,111
73301,2,2010-06-30,114
73301,2,2010-07-31,114
73301,2,2010-08-31,116
73301,2,2010-09-30,117
73301,2,2010-10-31,119
73301,2,2010-11-30,119
73301,2,2010-12-31,120
73301,2,2011-01-31,124
73301,2,2011-02-28,126
73301,2,2011-03-31,129
73301,2,2011-04-30,130
73301,2,2011-05-31,131
73301,2,2011-06-30,133
73301,2,2011-07-31,134
73301,2,2011-08-31,135
73301,2,2011-09-30,136
73301,2,2011-10-31,138
73301,2,2011-11-30,138
73301,2,2011-12-31,138
73301,2,2012-01-31,143
81100,,2009-08-31,0
81100,,2009-10-31,0
81100,0,2010-09-30,1
81100,0,2010-10-31,1
81100,0,2010-11-30,1
81100,0,2010-12-31,1
81100,0,2011-01-31,1
81100,0,2011-02-28,1
81100,0,2011-03-31,1
81100,0,2011-04-30,1
81100,0,2011-05-31,1
81100,0,2011-06-30,1
81100,0,2011-07-31,1
81100,0,2011-08-31,1
81100,0,2011-09-30,1
81100,0,2011-10-31,1
81100,0,2011-11-30,1
81100,0,2011-12-31,1
81100,0,2012-01-31,1
81100,1,2006-01-31,175
81100,1,2006-03-31,232
81100,1,2006-04-30,229
81100,1,2006-06-30,291
81100,1,2006-07-31,280
81100,1,2006-09-30,322
81100,1,2006-10-31,313
81100,1,2006-12-31,358
81100,1,2007-01-31,349
81100,1,2007-03-31,423
81100,1,2007-04-30,419
81100,1,2007-06-30,456
81100,1,2007-07-31,462
81100,1,2007-09-30,512
81100,1,2007-10-31,506
81100,1,2007-12-31,530
81100,1,2008-01-31,539
81100,1,2008-03-31,565
81100,1,2008-04-30,581
81100,1,2008-06-30,608
81100,1,2008-07-31,619
81100,1,2008-09-30,664
81100,1,2008-10-31,658
81100,1,2008-12-31,698
81100,1,2009-01-31,721
81100,1,2009-03-31,755
81100,1,2009-04-30,779
81100,1,2009-05-31,801
81100,1,2009-06-30,822
81100,1,2009-07-31,849
81100,1,2009-08-31,868
81100,1,2009-09-30,885
81100,1,2009-10-31,905
81100,1,2009-11-30,919
81100,1,2009-12-31,934
81100,1,2010-01-31,946
81100,1,2010-02-28,974
81100,1,2010-03-31,995
81100,1,2010-04-30,1024
81100,1,2010-05-31,1036
81100,1,2010-06-30,1054
81100,1,2010-07-31,1068
81100,1,2010-08-31,1085
81100,1,2010-09-30,1105
81100,1,2010-10-31,1116
81100,1,2010-11-30,1127
81100,1,2010-12-31,1132
81100,1,2011-01-31,1143
81100,1,2011-02-28,1159
81100,1,2011-03-31,1167
81100,1,2011-04-30,1175
81100,1,2011-05-31,1187
81100,1,2011-06-30,1199
81100,1,2011-07-31,1209
81100,1,2011-08-31,1215
81100,1,2011-09-30,1228
81100,1,2011-10-31,1233
81100,1,2011-11-30,1248
81100,1,2011-12-31,1250
81100,1,2012-01-31,1261
81100,2,2006-01-31,121
81100,2,2006-03-31,152
81100,2,2006-04-30,141
81100,2,2006-06-30,181
81100,2,2006-07-31,171
81100,2,2006-09-30,208
81100,2,2006-10-31,197
81100,2,2006-12-31,232
81100,2,2007-01-31,222
81100,2,2007-03-31,273
81100,2,2007-04-30,266
81100,2,2007-06-30,278
81100,2,2007-07-31,286
81100,2,2007-09-30,323
81100,2,2007-10-31,314
81100,2,2007-12-31,334
81100,2,2008-01-31,342
81100,2,2008-03-31,356
81100,2,2008-04-30,364
81100,2,2008-06-30,382
81100,2,2008-07-31,395
81100,2,2008-09-30,433
81100,2,2008-10-31,430
81100,2,2008-12-31,447
81100,2,2009-01-31,459
81100,2,2009-03-31,484
81100,2,2009-04-30,500
81100,2,2009-05-31,509
81100,2,2009-06-30,532
81100,2,2009-07-31,558
81100,2,2009-08-31,568
81100,2,2009-09-30,586
81100,2,2009-10-31,604
81100,2,2009-11-30,613
81100,2,2009-12-31,628
81100,2,2010-01-31,637
81100,2,2010-02-28,647
81100,2,2010-03-31,665
81100,2,2010-04-30,685
81100,2,2010-05-31,696
81100,2,2010-06-30,702
81100,2,2010-07-31,715
81100,2,2010-08-31,730
81100,2,2010-09-30,748
81100,2,2010-10-31,764
81100,2,2010-11-30,770
81100,2,2010-12-31,778
81100,2,2011-01-31,788
81100,2,2011-02-28,801
81100,2,2011-03-31,808
81100,2,2011-04-30,817
81100,2,2011-05-31,822
81100,2,2011-06-30,832
81100,2,2011-07-31,843
81100,2,2011-08-31,850
81100,2,2011-09-30,859
81100,2,2011-10-31,865
81100,2,2011-11-30,873
81100,2,2011-12-31,881
81100,2,2012-01-31,887
81101,,2011-03-31,1
81101,,2011-04-30,1
81101,,2011-05-31,1
81101,,2011-06-30,1
81101,,2011-07-31,1
81101,,2011-08-31,1
81101,,2011-09-30,1
81101,,2011-10-31,1
81101,,2011-11-30,1
81101,,2011-12-31,1
81101,,2012-01-31,1
81101,1,2006-01-31,1
81101,1,2006-03-31,1
81101,1,2006-04-30,1
81101,1,2006-06-30,1
81101,1,2006-07-31,1
81101,1,2006-09-30,1
81101,1,2006-10-31,1
81101,1,2006-12-31,1
81101,1,2007-01-31,1
81101,1,2007-03-31,1
81101,1,2007-04-30,1
81101,1,2007-06-30,1
81101,1,2007-07-31,1
81101,1,2007-09-30,1
81101,1,2007-10-31,1
81101,1,2007-12-31,1
81101,1,2008-01-31,1
81101,1,2008-03-31,3
81101,1,2008-04-30,5
81101,1,2008-06-30,7
81101,1,2008-07-31,12
81101,1,2008-09-30,15
81101,1,2008-10-31,15
81101,1,2008-12-31,16
81101,1,2009-01-31,17
81101,1,2009-03-31,20
81101,1,2009-04-30,21
81101,1,2009-05-31,21
81101,1,2009-06-30,24
81101,1,2009-07-31,36
81101,1,2009-08-31,42
81101,1,2009-09-30,49
81101,1,2009-10-31,49
81101,1,2009-11-30,57
81101,1,2009-12-31,65
81101,1,2010-01-31,69
81101,1,2010-02-28,76
81101,1,2010-03-31,84
81101,1,2010-04-30,96
81101,1,2010-05-31,96
81101,1,2010-06-30,102
81101,1,2010-07-31,107
81101,1,2010-08-31,112
81101,1,2010-09-30,120
81101,1,2010-10-31,121
81101,1,2010-11-30,127
81101,1,2010-12-31,128
81101,1,2011-01-31,129
81101,1,2011-02-28,131
81101,1,2011-03-31,133
81101,1,2011-04-30,138
81101,1,2011-05-31,141
81101,1,2011-06-30,141
81101,1,2011-07-31,146
81101,1,2011-08-31,147
81101,1,2011-09-30,148
81101,1,2011-10-31,149
81101,1,2011-11-30,150
81101,1,2011-12-31,151
81101,1,2012-01-31,153
81101,2,2008-10-31,1
81101,2,2008-12-31,2
81101,2,2009-01-31,2
81101,2,2009-03-31,3
81101,2,2009-04-30,3
81101,2,2009-05-31,3
81101,2,2009-06-30,5
81101,2,2009-07-31,5
81101,2,2009-08-31,10
81101,2,2009-09-30,10
81101,2,2009-10-31,10
81101,2,2009-11-30,11
81101,2,2009-12-31,11
81101,2,2010-01-31,11
81101,2,2010-02-28,11
81101,2,2010-03-31,16
81101,2,2010-04-30,19
81101,2,2010-05-31,22
81101,2,2010-06-30,23
81101,2,2010-07-31,24
81101,2,2010-08-31,25
81101,2,2010-09-30,29
81101,2,2010-10-31,32
81101,2,2010-11-30,34
81101,2,2010-12-31,35
81101,2,2011-01-31,38
81101,2,2011-02-28,42
81101,2,2011-03-31,47
81101,2,2011-04-30,48
81101,2,2011-05-31,48
81101,2,2011-06-30,51
81101,2,2011-07-31,51
81101,2,2011-08-31,56
81101,2,2011-09-30,56
81101,2,2011-10-31,57
81101,2,2011-11-30,58
81101,2,2011-12-31,59
81101,2,2012-01-31,59
82201,,2010-07-31,1
82201,,2010-08-31,2
82201,,2010-09-30,2
82201,,2010-10-31,2
82201,,2010-11-30,2
82201,,2010-12-31,2
82201,,2011-01-31,2
82201,,2011-02-28,2
82201,,2011-03-31,2
82201,,2011-04-30,2
82201,,2011-05-31,2
82201,,2011-06-30,2
82201,,2011-07-31,2
82201,,2011-08-31,2
82201,,2011-09-30,2
82201,,2011-10-31,3
82201,,2011-11-30,3
82201,,2011-12-31,5
82201,,2012-01-31,5
82201,1,2006-01-31,1
82201,1,2006-03-31,1
82201,1,2006-04-30,1
82201,1,2006-06-30,1
82201,1,2006-07-31,1
82201,1,2006-09-30,1
82201,1,2006-10-31,1
82201,1,2006-12-31,1
82201,1,2007-01-31,1
82201,1,2007-03-31,3
82201,1,2007-04-30,3
82201,1,2007-06-30,25
82201,1,2007-07-31,30
82201,1,2007-09-30,38
82201,1,2007-10-31,48
82201,1,2007-12-31,54
82201,1,2008-01-31,60
82201,1,2008-03-31,70
82201,1,2008-04-30,73
82201,1,2008-06-30,80
82201,1,2008-07-31,84
82201,1,2008-09-30,84
82201,1,2008-10-31,87
82201,1,2008-12-31,90
82201,1,2009-01-31,95
82201,1,2009-03-31,100
82201,1,2009-04-30,103
82201,1,2009-05-31,113
82201,1,2009-06-30,118
82201,1,2009-07-31,123
82201,1,2009-08-31,131
82201,1,2009-09-30,134
82201,1,2009-10-31,139
82201,1,2009-11-30,142
82201,1,2009-12-31,145
82201,1,2010-01-31,149
82201,1,2010-02-28,152
82201,1,2010-03-31,156
82201,1,2010-04-30,161
82201,1,2010-05-31,164
82201,1,2010-06-30,166
82201,1,2010-07-31,169
82201,1,2010-08-31,177
82201,1,2010-09-30,187
82201,1,2010-10-31,192
82201,1,2010-11-30,193
82201,1,2010-12-31,193
82201,1,2011-01-31,200
82201,1,2011-02-28,201
82201,1,2011-03-31,203
82201,1,2011-04-30,210
82201,1,2011-05-31,215
82201,1,2011-06-30,219
82201,1,2011-07-31,223
82201,1,2011-08-31,227
82201,1,2011-09-30,232
82201,1,2011-10-31,234
82201,1,2011-11-30,245
82201,1,2011-12-31,246
82201,1,2012-01-31,249
82201,2,2006-01-31,2
82201,2,2006-03-31,2
82201,2,2006-04-30,2
82201,2,2006-06-30,4
82201,2,2006-07-31,4
82201,2,2006-09-30,4
82201,2,2006-10-31,4
82201,2,2006-12-31,4
82201,2,2007-01-31,4
82201,2,2007-03-31,5
82201,2,2007-04-30,6
82201,2,2007-06-30,18
82201,2,2007-07-31,19
82201,2,2007-09-30,21
82201,2,2007-10-31,29
82201,2,2007-12-31,36
82201,2,2008-01-31,37
82201,2,2008-03-31,40
82201,2,2008-04-30,43
82201,2,2008-06-30,46
82201,2,2008-07-31,47
82201,2,2008-09-30,47
82201,2,2008-10-31,50
82201,2,2008-12-31,54
82201,2,2009-01-31,58
82201,2,2009-03-31,61
82201,2,2009-04-30,64
82201,2,2009-05-31,65
82201,2,2009-06-30,74
82201,2,2009-07-31,75
82201,2,2009-08-31,77
82201,2,2009-09-30,80
82201,2,2009-10-31,83
82201,2,2009-11-30,85
82201,2,2009-12-31,89
82201,2,2010-01-31,92
82201,2,2010-02-28,95
82201,2,2010-03-31,96
82201,2,2010-04-30,99
82201,2,2010-05-31,101
82201,2,2010-06-30,102
82201,2,2010-07-31,106
82201,2,2010-08-31,109
82201,2,2010-09-30,113
82201,2,2010-10-31,117
82201,2,2010-11-30,121
82201,2,2010-12-31,124
82201,2,2011-01-31,124
82201,2,2011-02-28,125
82201,2,2011-03-31,125
82201,2,2011-04-30,128
82201,2,2011-05-31,131
82201,2,2011-06-30,131
82201,2,2011-07-31,134
82201,2,2011-08-31,137
82201,2,2011-09-30,139
82201,2,2011-10-31,140
82201,2,2011-11-30,143
82201,2,2011-12-31,148
82201,2,2012-01-31,150
83401,,2010-11-30,1
83401,,2010-12-31,1
83401,,2011-01-31,1
83401,,2011-02-28,1
83401,,2011-03-31,1
83401,,2011-04-30,1
83401,,2011-05-31,1
83401,,2011-06-30,1
83401,,2011-07-31,1
83401,,2011-08-31,1
83401,,2011-09-30,1
83401,,2011-10-31,1
83401,,2011-11-30,1
83401,,2011-12-31,1
83401,,2012-01-31,1
83401,1,2006-01-31,1
83401,1,2006-03-31,1
83401,1,2006-04-30,1
83401,1,2006-06-30,1
83401,1,2006-07-31,1
83401,1,2006-09-30,1
83401,1,2006-10-31,1
83401,1,2006-12-31,1
83401,1,2007-01-31,1
83401,1,2007-03-31,1
83401,1,2007-04-30,1
83401,1,2007-06-30,1
83401,1,2007-07-31,1
83401,1,2007-09-30,1
83401,1,2007-10-31,1
83401,1,2007-12-31,8
83401,1,2008-01-31,14
