clinic,day,population,encounters
32301,2006-09-30,514,436
32301,2006-10-31,560,444
32301,2006-12-31,615,395
32301,2007-01-31,640,437
32301,2007-03-31,693,518
32301,2007-04-30,708,676
32301,2007-06-30,755,469
32301,2007-07-31,791,538
32301,2007-09-30,835,491
32301,2007-10-31,856,632
32301,2007-12-31,920,668
32301,2008-01-31,946,639
32301,2008-03-31,994,655
32301,2008-04-30,1017,751
32301,2008-06-30,1080,1079
32301,2008-07-31,1107,1007
32301,2008-09-30,1159,948
32301,2008-10-31,1204,1124
32301,2008-12-31,1280,819
32301,2009-01-31,1307,995
32301,2009-03-31,1350,944
32301,2009-04-30,1373,1139
32301,2009-05-31,1398,1078
32301,2009-06-30,1426,1073
32301,2009-07-31,1449,1160
32301,2009-08-31,1485,1125
32301,2009-09-30,1516,870
32301,2009-10-31,1541,790
32301,2009-11-30,1566,710
32301,2009-12-31,1587,611
32301,2010-01-31,1618,566
32301,2010-02-28,1641,600
32301,2010-03-31,1667,802
32301,2010-04-30,1704,991
32301,2010-05-31,1721,1061
32301,2010-06-30,1753,1002
32301,2010-07-31,1774,1038
32301,2010-08-31,1797,981
32301,2010-09-30,1826,1120
32301,2010-10-31,1850,1442
32301,2010-11-30,1868,1037
32301,2010-12-31,1888,1262
32301,2011-01-31,1911,1211
32301,2011-02-28,1936,1203
32301,2011-03-31,1955,1292
32301,2011-04-30,1970,1182
32301,2011-05-31,1991,1220
32301,2011-06-30,2009,1208
32301,2011-07-31,2027,1546
32301,2011-08-31,2038,1989
32301,2011-09-30,2058,1479
32301,2011-10-31,2092,1548
32301,2011-11-30,2105,1657
32301,2011-12-31,2109,512
32301,2012-01-31,2109,0
33101,2006-01-31,1,0
33101,2006-03-31,1,0
33101,2006-04-30,1,0
33101,2006-06-30,2,0
33101,2006-07-31,2,0
33101,2006-09-30,2,0
33101,2006-10-31,2,0
33101,2006-12-31,2,0
33101,2007-01-31,2,0
33101,2007-03-31,5,1
33101,2007-04-30,4,0
33101,2007-06-30,39,86
33101,2007-07-31,58,71
33101,2007-09-30,85,85
33101,2007-10-31,95,83
33101,2007-12-31,120,85
33101,2008-01-31,126,82
33101,2008-03-31,150,196
33101,2008-04-30,156,140
33101,2008-06-30,173,126
33101,2008-07-31,180,126
33101,2008-09-30,206,147
33101,2008-10-31,219,145
33101,2008-12-31,231,139
33101,2009-01-31,247,195
33101,2009-03-31,270,181
33101,2009-04-30,287,200
33101,2009-05-31,308,286
33101,2009-06-30,326,290
33101,2009-07-31,349,278
33101,2009-08-31,383,294
33101,2009-09-30,401,296
33101,2009-10-31,408,218
33101,2009-11-30,425,263
33101,2009-12-31,428,151
33101,2010-01-31,439,223
33101,2010-02-28,450,207
33101,2010-03-31,466,326
33101,2010-04-30,475,283
33101,2010-05-31,491,254
33101,2010-06-30,505,236
33101,2010-07-31,516,109
33101,2010-08-31,524,117
33101,2010-09-30,543,151
33101,2010-10-31,555,174
33101,2010-11-30,564,157
33101,2010-12-31,569,121
33101,2011-01-31,578,241
33101,2011-02-28,591,218
33101,2011-03-31,610,332
33101,2011-04-30,626,217
33101,2011-05-31,640,281
33101,2011-06-30,654,221
33101,2011-07-31,669,266
33101,2011-08-31,689,458
33101,2011-09-30,711,539
33101,2011-10-31,733,547
33101,2011-11-30,744,469
33101,2011-12-31,752,475
33101,2012-01-31,764,560
34401,2007-03-31,1,2
34401,2007-04-30,1,0
34401,2007-06-30,1,0
34401,2007-07-31,1,0
34401,2007-09-30,1,0
34401,2007-10-31,1,0
34401,2007-12-31,1,0
34401,2008-01-31,1,0
34401,2008-03-31,1,1
34401,2008-04-30,1,0
34401,2008-06-30,1,0
34401,2008-07-31,1,2
34401,2008-09-30,2,5
34401,2008-10-31,2,1
34401,2008-12-31,2,0
34401,2009-01-31,2,2
34401,2009-03-31,4,7
34401,2009-04-30,10,21
34401,2009-05-31,13,20
34401,2009-06-30,13,11
34401,2009-07-31,13,4
34401,2009-08-31,15,22
34401,2009-09-30,17,16
34401,2009-10-31,20,29
34401,2009-11-30,22,16
34401,2009-12-31,23,10
34401,2010-01-31,23,2
34401,2010-02-28,25,9
34401,2010-03-31,25,0
34401,2010-04-30,28,20
34401,2010-05-31,28,1
34401,2010-06-30,28,1
34401,2010-07-31,28,0
34401,2010-08-31,28,0
34401,2010-09-30,29,2
34401,2010-10-31,30,5
34401,2010-11-30,30,2
34401,2010-12-31,30,1
34401,2011-01-31,30,1
34401,2011-02-28,33,9
34401,2011-03-31,35,8
34401,2011-04-30,37,10
34401,2011-05-31,38,10
34401,2011-06-30,40,12
34401,2011-07-31,40,0
34401,2011-08-31,40,1
34401,2011-09-30,41,10
34401,2011-10-31,41,0
34401,2011-11-30,41,0
34401,2011-12-31,41,0
34401,2012-01-31,41,0
35101,2006-01-31,1,0
35101,2006-03-31,1,0
35101,2006-04-30,1,0
35101,2006-06-30,1,0
35101,2006-07-31,1,0
35101,2006-09-30,1,0
35101,2006-10-31,1,0
35101,2006-12-31,1,0
35101,2007-01-31,1,0
35101,2007-03-31,1,0
35101,2007-04-30,1,0
35101,2007-06-30,1,0
35101,2007-07-31,1,0
35101,2007-09-30,1,0
35101,2007-10-31,1,0
35101,2007-12-31,13,47
35101,2008-01-31,33,84
35101,2008-03-31,69,98
35101,2008-04-30,78,93
35101,2008-06-30,109,102
35101,2008-07-31,142,190
35101,2008-09-30,175,126
35101,2008-10-31,188,115
35101,2008-12-31,218,122
35101,2009-01-31,230,181
35101,2009-03-31,256,200
35101,2009-04-30,266,172
35101,2009-05-31,280,177
35101,2009-06-30,287,252
35101,2009-07-31,305,304
35101,2009-08-31,321,306
35101,2009-09-30,332,313
35101,2009-10-31,336,268
35101,2009-11-30,340,227
35101,2009-12-31,345,229
35101,2010-01-31,353,266
35101,2010-02-28,358,181
35101,2010-03-31,373,319
35101,2010-04-30,377,253
35101,2010-05-31,388,294
35101,2010-06-30,402,287
35101,2010-07-31,414,322
35101,2010-08-31,421,273
35101,2010-09-30,441,318
35101,2010-10-31,451,216
35101,2010-11-30,453,102
35101,2010-12-31,461,215
35101,2011-01-31,469,220
35101,2011-02-28,476,166
35101,2011-03-31,486,231
35101,2011-04-30,494,265
35101,2011-05-31,500,200
35101,2011-06-30,508,184
35101,2011-07-31,516,216
35101,2011-08-31,529,336
35101,2011-09-30,542,380
35101,2011-10-31,557,310
35101,2011-11-30,564,251
35101,2011-12-31,572,345
35101,2012-01-31,585,333
36101,2006-01-31,2,0
36101,2006-03-31,10,0
36101,2006-04-30,2,0
36101,2006-06-30,10,0
36101,2006-07-31,2,0
36101,2006-09-30,11,0
36101,2006-10-31,2,0
36101,2006-12-31,10,0
36101,2007-01-31,2,1
36101,2007-03-31,10,0
36101,2007-04-30,2,1
36101,2007-06-30,3,0
36101,2007-07-31,3,0
36101,2007-09-30,28,65
36101,2007-10-31,35,197
36101,2007-12-31,72,130
36101,2008-01-31,90,206
36101,2008-03-31,128,191
36101,2008-04-30,152,256
36101,2008-06-30,178,185
36101,2008-07-31,210,263
36101,2008-09-30,294,170
36101,2008-10-31,257,212
36101,2008-12-31,269,82
36101,2009-01-31,287,243
36101,2009-03-31,317,207
36101,2009-04-30,339,266
36101,2009-05-31,361,296
36101,2009-06-30,449,255
36101,2009-07-31,470,314
36101,2009-08-31,490,256
36101,2009-09-30,508,560
36101,2009-10-31,520,603
36101,2009-11-30,538,540
36101,2009-12-31,584,592
36101,2010-01-31,626,584
36101,2010-02-28,656,708
36101,2010-03-31,684,821
36101,2010-04-30,724,838
36101,2010-05-31,751,944
36101,2010-06-30,784,985
36101,2010-07-31,810,1247
36101,2010-08-31,847,1182
36101,2010-09-30,882,1295
36101,2010-10-31,913,1163
36101,2010-11-30,934,1006
36101,2010-12-31,956,1153
36101,2011-01-31,980,1225
36101,2011-02-28,989,966
36101,2011-03-31,1005,1275
36101,2011-04-30,1041,1293
36101,2011-05-31,1075,1299
36101,2011-06-30,1104,1337
36101,2011-07-31,1136,1810
36101,2011-08-31,1159,1548
36101,2011-09-30,1183,1426
36101,2011-10-31,1221,1653
36101,2011-11-30,1258,1701
36101,2011-12-31,1269,1458
36101,2012-01-31,1294,1681
37201,2006-01-31,82,116
37201,2006-03-31,140,343
37201,2006-04-30,164,274
37201,2006-06-30,203,293
37201,2006-07-31,230,421
37201,2006-09-30,258,485
37201,2006-10-31,281,428
37201,2006-12-31,323,524
37201,2007-01-31,346,568
37201,2007-03-31,390,576
37201,2007-04-30,409,631
37201,2007-06-30,451,638
37201,2007-07-31,492,840
37201,2007-09-30,532,688
37201,2007-10-31,562,666
37201,2007-12-31,598,649
37201,2008-01-31,618,743
37201,2008-03-31,652,781
37201,2008-04-30,670,912
37201,2008-06-30,690,815
37201,2008-07-31,704,801
37201,2008-09-30,707,684
37201,2008-10-31,748,682
37201,2008-12-31,773,874
37201,2009-01-31,787,905
37201,2009-03-31,809,912
37201,2009-04-30,826,943
37201,2009-05-31,847,1092
37201,2009-06-30,855,1116
37201,2009-07-31,867,1268
37201,2009-08-31,877,1121
37201,2009-09-30,866,1032
37201,2009-10-31,879,971
37201,2009-11-30,873,1071
37201,2009-12-31,916,977
37201,2010-01-31,927,1138
37201,2010-02-28,937,1074
37201,2010-03-31,956,1346
37201,2010-04-30,966,1144
37201,2010-05-31,977,1194
37201,2010-06-30,989,1148
37201,2010-07-31,1004,1228
37201,2010-08-31,1015,1248
37201,2010-09-30,1027,1380
37201,2010-10-31,1035,1211
37201,2010-11-30,1043,909
37201,2010-12-31,1051,1050
37201,2011-01-31,1059,1098
37201,2011-02-28,1074,1119
37201,2011-03-31,1088,1483
37201,2011-04-30,1096,1119
37201,2011-05-31,1105,1328
37201,2011-06-30,1108,1181
37201,2011-07-31,1120,1348
37201,2011-08-31,1128,1177
37201,2011-09-30,1141,1312
37201,2011-10-31,1159,1445
37201,2011-11-30,1167,1364
37201,2011-12-31,1180,1214
37201,2012-01-31,1191,1511
41100,2006-01-31,22,1
41100,2006-03-31,23,0
41100,2006-04-30,22,0
41100,2006-06-30,24,0
41100,2006-07-31,23,0
41100,2006-09-30,26,1
41100,2006-10-31,24,0
41100,2006-12-31,25,0
41100,2007-01-31,33,11
41100,2007-03-31,60,87
41100,2007-04-30,70,119
41100,2007-06-30,158,426
41100,2007-07-31,185,371
41100,2007-09-30,249,400
41100,2007-10-31,270,417
41100,2007-12-31,326,376
41100,2008-01-31,353,487
41100,2008-03-31,405,537
41100,2008-04-30,427,488
41100,2008-06-30,481,543
41100,2008-07-31,520,672
41100,2008-09-30,589,622
41100,2008-10-31,611,552
41100,2008-12-31,674,679
41100,2009-01-31,708,600
41100,2009-03-31,762,665
41100,2009-04-30,789,795
41100,2009-05-31,805,584
41100,2009-06-30,842,581
41100,2009-07-31,876,734
41100,2009-08-31,915,748
41100,2009-09-30,937,714
41100,2009-10-31,945,712
41100,2009-11-30,961,763
41100,2009-12-31,974,347
41100,2010-01-31,990,179
41100,2010-02-28,998,178
41100,2010-03-31,1012,278
41100,2010-04-30,1036,243
41100,2010-05-31,1059,371
41100,2010-06-30,1075,364
41100,2010-07-31,1099,403
41100,2010-08-31,1118,311
41100,2010-09-30,1145,331
41100,2010-10-31,1161,176
41100,2010-11-30,1177,116
41100,2010-12-31,1187,91
41100,2011-01-31,1207,191
41100,2011-02-28,1233,257
41100,2011-03-31,1257,247
41100,2011-04-30,1283,271
41100,2011-05-31,1308,300
41100,2011-06-30,1329,233
41100,2011-07-31,1347,216
41100,2011-08-31,1371,748
41100,2011-09-30,1388,603
41100,2011-10-31,1405,566
41100,2011-11-30,1426,501
41100,2011-12-31,1443,749
41100,2012-01-31,1444,538
41201,2006-01-31,3,0
41201,2006-03-31,3,0
41201,2006-04-30,3,0
41201,2006-06-30,3,0
41201,2006-07-31,3,0
41201,2006-09-30,3,0
41201,2006-10-31,3,0
41201,2006-12-31,3,0
41201,2007-01-31,4,2
41201,2007-03-31,4,0
41201,2007-04-30,4,0
41201,2007-06-30,5,3
41201,2007-07-31,26,66
41201,2007-09-30,54,3
41201,2007-10-31,67,53
41201,2007-12-31,95,56
41201,2008-01-31,105,98
41201,2008-03-31,112,60
41201,2008-04-30,122,112
41201,2008-06-30,163,161
41201,2008-07-31,175,167
41201,2008-09-30,196,171
41201,2008-10-31,207,141
41201,2008-12-31,236,264
41201,2009-01-31,244,186
41201,2009-03-31,258,162
41201,2009-04-30,268,149
41201,2009-05-31,273,196
41201,2009-06-30,277,150
41201,2009-07-31,288,134
41201,2009-08-31,298,109
41201,2009-09-30,311,147
41201,2009-10-31,320,138
41201,2009-11-30,327,120
41201,2009-12-31,332,152
41201,2010-01-31,353,79
41201,2010-02-28,356,62
41201,2010-03-31,356,85
41201,2010-04-30,360,64
41201,2010-05-31,363,51
41201,2010-06-30,365,59
41201,2010-07-31,369,65
41201,2010-08-31,370,40
41201,2010-09-30,375,31
41201,2010-10-31,380,27
41201,2010-11-30,383,19
41201,2010-12-31,386,32
41201,2011-01-31,387,13
41201,2011-02-28,387,9
41201,2011-03-31,392,24
41201,2011-04-30,397,32
41201,2011-05-31,401,26
41201,2011-06-30,405,23
41201,2011-07-31,407,17
41201,2011-08-31,412,14
41201,2011-09-30,415,10
41201,2011-10-31,421,14
41201,2011-11-30,431,19
41201,2011-12-31,437,19
41201,2012-01-31,439,6
42301,2006-03-31,1,0
42301,2006-06-30,1,0
42301,2006-09-30,1,0
42301,2006-12-31,1,0
42301,2007-03-31,1,0
42301,2007-07-31,2,4
42301,2007-09-30,9,9
42301,2007-10-31,11,8
42301,2007-12-31,14,0
42301,2008-01-31,16,11
42301,2008-03-31,19,8
42301,2008-04-30,19,9
42301,2008-06-30,22,8
42301,2008-07-31,27,21
42301,2008-09-30,51,54
42301,2008-10-31,35,27
42301,2008-12-31,39,39
42301,2009-01-31,39,29
42301,2009-03-31,41,36
42301,2009-04-30,42,26
42301,2009-05-31,73,47
42301,2009-06-30,75,42
42301,2009-07-31,79,32
42301,2009-08-31,80,14
42301,2009-09-30,85,43
42301,2009-10-31,90,51
42301,2009-11-30,92,37
42301,2009-12-31,92,23
42301,2010-01-31,95,40
42301,2010-02-28,96,52
42301,2010-03-31,101,114
42301,2010-04-30,103,66
42301,2010-05-31,106,101
42301,2010-06-30,111,113
42301,2010-07-31,116,118
42301,2010-08-31,118,106
42301,2010-09-30,123,125
42301,2010-10-31,125,111
42301,2010-11-30,129,113
42301,2010-12-31,132,94
42301,2011-01-31,133,91
42301,2011-02-28,135,87
42301,2011-03-31,136,105
42301,2011-04-30,137,119
42301,2011-05-31,140,120
42301,2011-06-30,142,105
42301,2011-07-31,146,132
42301,2011-08-31,149,121
42301,2011-09-30,149,99
42301,2011-10-31,149,98
42301,2011-11-30,150,73
42301,2011-12-31,152,83
42301,2012-01-31,157,80
51100,2006-01-31,21,3
51100,2006-03-31,25,8
51100,2006-04-30,32,24
51100,2006-06-30,57,49
51100,2006-07-31,89,144
51100,2006-09-30,173,177
51100,2006-10-31,216,304
51100,2006-12-31,297,283
51100,2007-01-31,343,376
51100,2007-03-31,470,634
51100,2007-04-30,530,428
51100,2007-06-30,627,424
51100,2007-07-31,664,472
51100,2007-09-30,770,482
51100,2007-10-31,801,421
51100,2007-12-31,851,371
51100,2008-01-31,889,459
51100,2008-03-31,946,343
51100,2008-04-30,982,474
51100,2008-06-30,1027,387
51100,2008-07-31,1076,711
51100,2008-09-30,1106,8
51100,2008-10-31,1106,5
51100,2008-12-31,1125,43
51100,2009-01-31,1132,35
51100,2009-03-31,1204,467
51100,2009-04-30,1226,618
51100,2009-05-31,1255,650
51100,2009-06-30,1296,675
51100,2009-07-31,1329,797
51100,2009-08-31,1334,547
51100,2009-09-30,1366,774
51100,2009-10-31,1399,846
51100,2009-11-30,1417,789
51100,2009-12-31,1443,866
51100,2010-01-31,1460,739
51100,2010-02-28,1470,705
51100,2010-03-31,1505,1049
51100,2010-04-30,1518,912
51100,2010-05-31,1531,913
51100,2010-06-30,1556,1039
51100,2010-07-31,1578,1010
51100,2010-08-31,1603,1058
51100,2010-09-30,1630,1116
51100,2010-10-31,1668,1272
51100,2010-11-30,1685,1166
51100,2010-12-31,1716,1407
51100,2011-01-31,1723,1143
51100,2011-02-28,1759,1356
51100,2011-03-31,1783,1361
51100,2011-04-30,1811,1244
51100,2011-05-31,1829,1193
51100,2011-06-30,1849,1065
51100,2011-07-31,1875,1247
51100,2011-08-31,1906,1314
51100,2011-09-30,1945,1524
51100,2011-10-31,2005,1686
51100,2011-11-30,2053,1879
51100,2011-12-31,2108,1706
51100,2012-01-31,2141,1605
52101,2006-01-31,31,32
52101,2006-03-31,66,129
52101,2006-04-30,83,100
52101,2006-06-30,128,175
52101,2006-07-31,141,189
52101,2006-09-30,179,249
52101,2006-10-31,205,328
52101,2006-12-31,233,246
52101,2007-01-31,247,384
52101,2007-03-31,272,433
52101,2007-04-30,283,405
52101,2007-06-30,310,441
52101,2007-07-31,331,571
52101,2007-09-30,348,427
52101,2007-10-31,361,543
52101,2007-12-31,386,429
52101,2008-01-31,411,701
52101,2008-03-31,442,712
52101,2008-04-30,455,604
52101,2008-06-30,487,580
52101,2008-07-31,497,624
52101,2008-09-30,514,472
52101,2008-10-31,529,422
52101,2008-12-31,547,513
52101,2009-01-31,569,606
52101,2009-03-31,598,805
52101,2009-04-30,615,764
52101,2009-05-31,625,767
52101,2009-06-30,640,832
52101,2009-07-31,660,958
52101,2009-08-31,677,927
52101,2009-09-30,685,1045
52101,2009-10-31,696,900
52101,2009-11-30,703,947
52101,2009-12-31,711,893
52101,2010-01-31,718,798
52101,2010-02-28,735,874
52101,2010-03-31,744,1132
52101,2010-04-30,763,1062
52101,2010-05-31,783,1175
52101,2010-06-30,784,1178
52101,2010-07-31,795,1229
52101,2010-08-31,813,1320
52101,2010-09-30,833,1292
52101,2010-10-31,852,1272
52101,2010-11-30,863,1216
52101,2010-12-31,875,1154
52101,2011-01-31,884,1471
52101,2011-02-28,898,1328
52101,2011-03-31,912,1568
52101,2011-04-30,927,1375
52101,2011-05-31,940,1504
52101,2011-06-30,951,1477
52101,2011-07-31,963,1393
52101,2011-08-31,973,1721
52101,2011-09-30,984,1549
52101,2011-10-31,996,1662
52101,2011-11-30,1009,1577
52101,2011-12-31,1020,1202
52101,2012-01-31,1046,1610
53108,2006-01-31,1,0
53108,2006-03-31,1,0
53108,2006-04-30,1,0
53108,2006-06-30,1,0
53108,2006-07-31,1,0
53108,2006-09-30,1,0
53108,2006-10-31,1,0
53108,2006-12-31,1,0
53108,2007-01-31,1,0
53108,2007-03-31,1,0
53108,2007-04-30,1,0
53108,2007-06-30,2,3
53108,2007-07-31,2,0
53108,2007-09-30,2,0
53108,2007-10-31,2,0
53108,2007-12-31,7,12
53108,2008-01-31,10,13
53108,2008-03-31,22,44
53108,2008-04-30,31,66
53108,2008-06-30,63,104
53108,2008-07-31,84,154
53108,2008-09-30,104,104
53108,2008-10-31,120,111
53108,2008-12-31,145,69
53108,2009-01-31,161,110
53108,2009-03-31,193,171
53108,2009-04-30,208,109
53108,2009-05-31,218,66
53108,2009-06-30,235,114
53108,2009-07-31,245,83
53108,2009-08-31,251,70
53108,2009-09-30,253,73
53108,2009-10-31,256,47
53108,2009-11-30,259,53
53108,2009-12-31,260,37
53108,2010-01-31,262,10
53108,2010-02-28,263,4
53108,2010-03-31,263,0
53108,2010-04-30,263,0
53108,2010-05-31,263,0
53108,2010-06-30,263,0
53108,2010-07-31,263,0
53108,2010-08-31,263,0
53108,2010-09-30,263,0
53108,2010-10-31,263,0
53108,2010-11-30,263,0
53108,2010-12-31,263,0
53108,2011-01-31,263,0
53108,2011-02-28,263,0
53108,2011-03-31,263,0
53108,2011-04-30,263,0
53108,2011-05-31,263,0
53108,2011-06-30,263,0
53108,2011-07-31,263,0
53108,2011-08-31,263,0
53108,2011-09-30,263,0
53108,2011-10-31,263,0
53108,2011-11-30,263,0
53108,2011-12-31,263,0
53108,2012-01-31,263,0
54101,2006-01-31,1,0
54101,2006-03-31,1,0
54101,2006-04-30,1,0
54101,2006-06-30,1,0
54101,2006-07-31,1,0
54101,2006-09-30,1,0
54101,2006-10-31,1,0
54101,2006-12-31,4,2
54101,2007-01-31,6,4
54101,2007-03-31,7,2
54101,2007-04-30,9,4
54101,2007-06-30,13,1
54101,2007-07-31,15,6
54101,2007-09-30,16,0
54101,2007-10-31,17,2
54101,2007-12-31,17,0
54101,2008-01-31,19,4
54101,2008-03-31,23,4
54101,2008-04-30,24,9
54101,2008-06-30,28,14
54101,2008-07-31,31,20
54101,2008-09-30,37,7
54101,2008-10-31,40,18
54101,2008-12-31,49,12
54101,2009-01-31,51,38
54101,2009-03-31,59,45
54101,2009-04-30,63,58
54101,2009-05-31,68,55
54101,2009-06-30,74,76
54101,2009-07-31,76,58
54101,2009-08-31,77,50
54101,2009-09-30,77,44
54101,2009-10-31,80,37
54101,2009-11-30,80,3
54101,2009-12-31,80,0
54101,2010-01-31,80,0
54101,2010-02-28,80,0
54101,2010-03-31,80,0
54101,2010-04-30,80,0
54101,2010-05-31,80,0
54101,2010-06-30,80,0
54101,2010-07-31,80,0
54101,2010-08-31,80,0
54101,2010-09-30,80,0
54101,2010-10-31,80,0
54101,2010-11-30,80,0
54101,2010-12-31,80,0
54101,2011-01-31,80,0
54101,2011-02-28,80,0
54101,2011-03-31,80,0
54101,2011-04-30,80,0
54101,2011-05-31,80,0
54101,2011-06-30,80,0
54101,2011-07-31,80,0
54101,2011-08-31,80,0
54101,2011-09-30,80,0
54101,2011-10-31,80,0
54101,2011-11-30,80,0
54101,2011-12-31,80,0
54101,2012-01-31,80,0
71100,2006-01-31,483,522
71100,2006-03-31,532,623
71100,2006-04-30,556,639
71100,2006-06-30,626,874
71100,2006-07-31,675,879
71100,2006-09-30,778,968
71100,2006-10-31,841,1231
71100,2006-12-31,937,1194
71100,2007-01-31,1015,1460
71100,2007-03-31,1119,1216
71100,2007-04-30,1196,1346
71100,2007-06-30,1357,1589
71100,2007-07-31,1431,1608
71100,2007-09-30,1573,1560
71100,2007-10-31,1633,1574
71100,2007-12-31,1763,1528
71100,2008-01-31,1869,1912
71100,2008-03-31,2032,1753
71100,2008-04-30,2120,2033
71100,2008-06-30,2295,1984
71100,2008-07-31,2378,1456
71100,2008-09-30,2503,1324
71100,2008-10-31,2573,720
71100,2008-12-31,2720,1903
71100,2009-01-31,2802,1937
71100,2009-03-31,2975,2339
71100,2009-04-30,3055,2157
71100,2009-05-31,3125,2168
71100,2009-06-30,3183,2047
71100,2009-07-31,3267,2506
71100,2009-08-31,3337,2128
71100,2009-09-30,3411,2249
71100,2009-10-31,3472,2556
71100,2009-11-30,3538,2332
71100,2009-12-31,3593,2364
71100,2010-01-31,3641,2012
71100,2010-02-28,3705,2200
71100,2010-03-31,3794,2393
71100,2010-04-30,3864,2674
71100,2010-05-31,3912,2618
71100,2010-06-30,3980,2495
71100,2010-07-31,4029,2579
71100,2010-08-31,4080,2092
71100,2010-09-30,4135,2061
71100,2010-10-31,4184,2591
71100,2010-11-30,4230,2007
71100,2010-12-31,4262,1779
71100,2011-01-31,4307,2514
71100,2011-02-28,4372,2068
71100,2011-03-31,4426,2304
71100,2011-04-30,4482,2126
71100,2011-05-31,4541,2556
71100,2011-06-30,4590,2340
71100,2011-07-31,4642,2664
71100,2011-08-31,4673,2904
71100,2011-09-30,4723,3266
71100,2011-10-31,4766,3070
71100,2011-11-30,4814,3639
71100,2011-12-31,4854,3541
71100,2012-01-31,4893,3194
71104,2006-01-31,42,104
71104,2006-03-31,57,60
71104,2006-04-30,70,83
71104,2006-06-30,95,89
71104,2006-07-31,105,76
71104,2006-09-30,128,76
71104,2006-10-31,136,71
71104,2006-12-31,158,81
71104,2007-01-31,174,85
71104,2007-03-31,197,89
71104,2007-04-30,207,116
71104,2007-06-30,232,99
71104,2007-07-31,242,89
71104,2007-09-30,262,102
71104,2007-10-31,277,126
71104,2007-12-31,305,118
71104,2008-01-31,320,128
71104,2008-03-31,351,132
71104,2008-04-30,362,149
71104,2008-06-30,399,170
71104,2008-07-31,415,187
71104,2008-09-30,447,217
71104,2008-10-31,455,172
71104,2008-12-31,474,155
71104,2009-01-31,487,205
71104,2009-03-31,523,331
71104,2009-04-30,536,214
71104,2009-05-31,554,253
71104,2009-06-30,575,333
71104,2009-07-31,597,303
71104,2009-08-31,601,56
71104,2009-09-30,603,2
71104,2009-10-31,603,0
71104,2009-11-30,604,1
71104,2009-12-31,604,0
71104,2010-01-31,604,0
71104,2010-02-28,605,1
71104,2010-03-31,607,2
71104,2010-04-30,610,9
71104,2010-05-31,621,80
71104,2010-06-30,621,0
71104,2010-07-31,621,0
71104,2010-08-31,621,0
71104,2010-09-30,621,0
71104,2010-10-31,621,0
71104,2010-11-30,621,0
71104,2010-12-31,621,0
71104,2011-01-31,621,0
71104,2011-02-28,621,0
71104,2011-03-31,621,0
71104,2011-04-30,621,0
71104,2011-05-31,621,0
71104,2011-06-30,621,0
71104,2011-07-31,621,0
71104,2011-08-31,621,0
71104,2011-09-30,621,0
71104,2011-10-31,621,0
71104,2011-11-30,621,0
71104,2011-12-31,621,0
71104,2012-01-31,621,0
71107,2009-09-30,8,28
71107,2009-10-31,35,116
71107,2009-11-30,48,65
71107,2009-12-31,69,102
71107,2010-01-31,81,77
71107,2010-02-28,95,77
71107,2010-03-31,111,87
71107,2010-04-30,129,95
71107,2010-05-31,135,40
71107,2010-06-30,146,59
71107,2010-07-31,161,83
71107,2010-08-31,161,0
71107,2010-09-30,170,36
71107,2010-10-31,174,14
71107,2010-11-30,175,8
71107,2010-12-31,177,17
71107,2011-01-31,178,17
71107,2011-02-28,182,23
71107,2011-03-31,189,33
71107,2011-04-30,200,44
71107,2011-05-31,208,33
71107,2011-06-30,220,40
71107,2011-07-31,225,20
71107,2011-08-31,225,0
71107,2011-09-30,236,36
71107,2011-10-31,246,31
71107,2011-11-30,267,66
71107,2011-12-31,275,25
71107,2012-01-31,281,18
71201,2010-09-30,1,2
71201,2010-10-31,1,0
71201,2010-11-30,1,0
71201,2010-12-31,1,0
71201,2011-01-31,1,0
71201,2011-02-28,1,0
71201,2011-03-31,1,0
71201,2011-04-30,1,0
71201,2011-05-31,1,0
71201,2011-06-30,1,0
71201,2011-07-31,1,0
71201,2011-08-31,1,0
71201,2011-09-30,1,0
71201,2011-10-31,1,0
71201,2011-11-30,1,0
71201,2011-12-31,1,0
71201,2012-01-31,1,0
71301,2007-09-30,1,0
71301,2007-10-31,1,0
71301,2007-12-31,2,1
71301,2008-01-31,3,1
71301,2008-03-31,4,0
71301,2008-04-30,4,0
71301,2008-06-30,4,0
71301,2008-07-31,4,1
71301,2008-09-30,5,0
71301,2008-10-31,4,0
71301,2008-12-31,7,6
71301,2009-01-31,11,8
71301,2009-03-31,24,26
71301,2009-04-30,33,20
71301,2009-05-31,35,11
71301,2009-06-30,39,16
71301,2009-07-31,43,15
71301,2009-08-31,46,31
71301,2009-09-30,52,34
71301,2009-10-31,59,29
71301,2009-11-30,61,32
71301,2009-12-31,66,27
71301,2010-01-31,71,25
71301,2010-02-28,80,55
71301,2010-03-31,87,47
71301,2010-04-30,94,62
71301,2010-05-31,99,39
71301,2010-06-30,102,22
71301,2010-07-31,105,36
71301,2010-08-31,112,40
71301,2010-09-30,115,28
71301,2010-10-31,116,24
71301,2010-11-30,120,33
71301,2010-12-31,120,24
71301,2011-01-31,121,30
71301,2011-02-28,128,50
71301,2011-03-31,139,88
71301,2011-04-30,145,70
71301,2011-05-31,156,100
71301,2011-06-30,163,101
71301,2011-07-31,174,115
71301,2011-08-31,182,106
71301,2011-09-30,190,105
71301,2011-10-31,202,126
71301,2011-11-30,211,103
71301,2011-12-31,217,62
71301,2012-01-31,227,143
71401,2006-01-31,5,0
